SeqCluster,Prot_AC,score,RecName
CK_00050286,O83199,0.9957000017166138,Uncharacterized protein TP_0169;
CK_00050353,Q54UK4,0.9962000250816344,Putative uncharacterized transmembrane protein DDB_G0281023;
CK_00050360,Q8K459,0.8859223541501713,Peroxisomal testis-specific protein 1;
CK_00050416,P34667,0.9955000281333924,Uncharacterized protein ZK686.1;
CK_00050510,Q8TGM2,0.8375139510772698,Putative uncharacterized protein YLR347W-A;
CK_00050512,P49828,0.9955999851226808,Uncharacterized 5.5 kDa protein in ccsA-rps6 intergenic region;
CK_00050516,Q8TGQ5,0.9955999851226808,Putative uncharacterized protein YBR131C-A;
CK_00050552,O78452,0.9951000213623048,Uncharacterized 6.1 kDa protein;
CK_00050616,P0DPO7,0.995199978351593,Protein YneP 
CK_00050989,P38476,0.9955000281333924,Uncharacterized mitochondrial protein ymf34;
CK_00051004,Q9ZDJ7,0.9958000183105468,Uncharacterized protein RP331;
CK_00051006,P35006,0.9957000017166138,Uncharacterized 7.3 kDa protein in petA 5'region;
CK_00051153,Q44558,0.995199978351593,Phosphatidylserine decarboxylase proenzyme;
CK_00051168,A2C6G3,0.9950000047683716,Photosystem II reaction center protein X 
CK_00051486,P81833,0.9957000017166138,"Thylakoid lumenal 29 kDa protein', ' chloroplastic;"
CK_00051612,O51309,0.9958999752998352,Uncharacterized protein BB_0331;
CK_00051715,P0ADF0,0.9951000213623048,Putative fruR/shl operon leader peptide;
CK_00051813,C1P5Z9,0.9962999820709229,Putative protein YmiB;
CK_00051938,P20412,0.9962000250816344,Giant hemoglobin AI chain;
CK_00051943,Q8K459,0.8645563103792,Peroxisomal testis-specific protein 1;
CK_00051952,A6MMS8,0.9966999888420104,Photosystem II reaction center protein I 
CK_00052140,Q54V36,0.9955000281333924,Putative uncharacterized protein DDB_G0280641;
CK_00052326,O28399,0.9955999851226808,Uncharacterized protein AF_1880;
CK_00052379,O83302,0.9951000213623048,Uncharacterized protein TP_0278;
CK_00052498,P44059,0.9955999851226808,Uncharacterized protein HI_0843;
CK_00052585,Q8TGN0,0.996399998664856,Putative uncharacterized protein YKL156C-A;
CK_00052617,Q2WGC7,0.8524542626221177,Photosystem II reaction center protein Z 
CK_00052619,P38476,0.9955999851226808,Uncharacterized mitochondrial protein ymf34;
CK_00052804,P55527,0.9958000183105468,Uncharacterized protein y4kG;
CK_00052975,A5J277,0.9961000084877014,Putative uncharacterized protein ycf15;
CK_00053107,E8RMD3,0.995199978351593,Astexin-1 
CK_00053596,P72575,0.9965999722480774,Photosystem II reaction center protein X 
CK_00053626,P55597,0.9955000281333924,Uncharacterized protein y4oL;
CK_00053709,P39430,0.9951000213623048,Inosine/xanthosine triphosphatase 
CK_00053996,Q10926,0.9959999918937684,Uncharacterized protein B0302.2;
CK_00054018,Q92JM0,0.9959999918937684,Uncharacterized protein RC0047;
CK_00054072,P80496,0.9955999851226808,"ATP synthase 27 kDa subunit', ' mitochondrial;"
CK_00054158,P84562,0.9955999851226808,"Ribulose bisphosphate carboxylase/oxygenase activase', ' chloroplastic;"
CK_00054170,O83302,0.9954000115394592,Uncharacterized protein TP_0278;
CK_00054199,P44086,0.9957000017166138,Uncharacterized protein HI_0967;
CK_00054376,P34830,0.9958999752998352,Large ribosomal subunit protein uL16m 
CK_00054406,P55236,0.9951000213623048,Glucose-1-phosphate adenylyltransferase large subunit;
CK_00054612,C0H3T2,0.9950000047683716,Uncharacterized protein YczK;
CK_00054724,P39430,0.9959999918937684,Inosine/xanthosine triphosphatase 
CK_00054804,P0DQF8,0.995299994945526,U-scoloptoxin(23)-Er2a 
CK_00054829,P56310,0.996399998664856,Cytochrome b559 subunit beta 
CK_00054987,P44059,0.9951000213623048,Uncharacterized protein HI_0843;
CK_00055180,P55597,0.9962000250816344,Uncharacterized protein y4oL;
CK_00055198,Q9MUS1,0.9961000084877014,Photosystem II reaction center protein I 
CK_00055211,A6X969,0.995199978351593,Putative uncharacterized protein C806.11;
CK_00055367,P0C5M8,0.995299994945526,Uncharacterized protein YER090C-A;
CK_00055387,O83302,0.9955000281333924,Uncharacterized protein TP_0278;
CK_00055475,E8RMD3,0.9950000047683716,Astexin-1 
CK_00055518,P10396,0.995299994945526,Replication initiation protein;
CK_00055531,P0DQF8,0.9965000152587892,U-scoloptoxin(23)-Er2a 
CK_00055620,P34667,0.9961000084877014,Uncharacterized protein ZK686.1;
CK_00055632,Q8K459,0.9099615711268428,Peroxisomal testis-specific protein 1;
CK_00055867,Q8TGN0,0.9962000250816344,Putative uncharacterized protein YKL156C-A;
CK_00055917,P51194,0.9965999722480774,Photosystem I reaction center subunit IX;
CK_00056126,O78433,0.9955999851226808,Photosystem II reaction center protein Y 
CK_00056428,P01363,0.995299994945526,Egg-releasing peptide;
CK_00056569,Q1XDC1,0.995199978351593,Uncharacterized protein ycf18;
CK_00056585,A8DYQ1,0.9962000250816344,Uncharacterized protein YthA;
CK_00001992,O87786,0.996399998664856,Photosystem I reaction center subunit VIII;
CK_00004104,B7K623,0.997099995613098,Photosystem II reaction center protein J 
CK_00005641,Q9VBL7,0.8266557062070845,Accessory gland-specific peptide 57Db;
CK_00033209,Q3E804,0.9955000281333924,Uncharacterized protein YOR381W-A;
CK_00033399,P33581,0.995299994945526,Growth hormone-related protein 4;
CK_00033407,E8RMD3,0.996399998664856,Astexin-1 
CK_00033446,P0DSI0,0.9959999918937684,Protein YthB 
CK_00033513,P35808,0.9951000213623048,Adipokinetic prohormone type 2;
CK_00033531,P20412,0.995299994945526,Giant hemoglobin AI chain;
CK_00033709,Q332W2,0.9962999820709229,Cytochrome b559 subunit beta 
CK_00033716,P0DJ42,0.9955000281333924,Snake venom metalloproteinase crotalin;
CK_00033733,Q8LLV8,0.995299994945526,Peptide POLARIS;
CK_00034080,P44179,0.9951000213623048,Uncharacterized protein HI_1404;
CK_00034134,Q3E740,0.9958999752998352,Uncharacterized protein YGL258W-A;
CK_00034245,Q9ZDJ7,0.9961000084877014,Uncharacterized protein RP331;
CK_00034325,A4QJD5,0.995299994945526,Photosystem I reaction center subunit IX 
CK_00034389,Q96IR3,0.9957000017166138,Putative uncharacterized protein MGC15705;
CK_00034469,Q96IR3,0.9959999918937684,Putative uncharacterized protein MGC15705;
CK_00034517,P0DJ42,0.995299994945526,Snake venom metalloproteinase crotalin;
CK_00034546,P28779,0.9965000152587892,Tryptophanase operon leader peptide;
CK_00034739,O78504,0.9950000047683716,Photosystem II reaction center protein K 
CK_00034991,Q3E805,0.995299994945526,Uncharacterized protein YOR376W-A;
CK_00035199,Q1KXP9,0.995199978351593,Putative uncharacterized protein ycf15;
CK_00035248,Q10926,0.9951000213623048,Uncharacterized protein B0302.2;
CK_00035648,Q54V36,0.9958000183105468,Putative uncharacterized protein DDB_G0280641;
CK_00035787,Q8TGS0,0.995299994945526,Uncharacterized protein YOR161C-C;
CK_00036027,P39430,0.9954000115394592,Inosine/xanthosine triphosphatase 
CK_00036053,Q8TGM2,0.8912748043503278,Putative uncharacterized protein YLR347W-A;
CK_00036188,P39430,0.9955999851226808,Inosine/xanthosine triphosphatase 
CK_00036201,Q54U16,0.9962999820709229,Putative uncharacterized protein DDB_G0281365;
CK_00036206,P49830,0.9958000183105468,Uncharacterized 3.5 kDa protein in ycf33-trnY intergenic region;
CK_00036374,P56619,0.995199978351593,Diuretic hormone 2;
CK_00036583,O32276,0.9955999851226808,Protein usd;
CK_00036723,O78452,0.9955999851226808,Uncharacterized 6.1 kDa protein;
CK_00036745,P49828,0.995299994945526,Uncharacterized 5.5 kDa protein in ccsA-rps6 intergenic region;
CK_00036912,Q06SH1,0.995299994945526,Photosystem I reaction center subunit IX 
CK_00037064,O83583,0.9958000183105468,Uncharacterized protein TP_0573;
CK_00037171,Q09MB5,0.9955999851226808,Putative uncharacterized protein ycf15;
CK_00037372,O29971,0.996399998664856,Uncharacterized protein AF_0268;
CK_00037391,P53098,0.9950000047683716,Putative uncharacterized protein YGL188C;
CK_00037417,P39430,0.9959999918937684,Inosine/xanthosine triphosphatase 
CK_00037420,P24858,0.9957000017166138,Diuretic hormone 2;
CK_00037498,Q54NT4,0.9968000054359436,Putative uncharacterized transmembrane protein DDB_G0284993;
CK_00037819,P39430,0.9955999851226808,Inosine/xanthosine triphosphatase 
CK_00038276,Q8TGM2,0.8549088019668574,Putative uncharacterized protein YLR347W-A;
CK_00038287,C1P616,0.8588141677134331,Small toxic protein IbsD;
CK_00038616,P18550,0.9955999851226808,Small ribosomal subunit protein uS19c 
CK_00038618,P28779,0.9950000047683716,Tryptophanase operon leader peptide;
CK_00038855,P38437,0.9610045925501822,Uncharacterized protein in miaA 5'region;
CK_00039039,P44179,0.9958999752998352,Uncharacterized protein HI_1404;
CK_00039099,P44059,0.9957000017166138,Uncharacterized protein HI_0843;
CK_00039122,P20412,0.995199978351593,Giant hemoglobin AI chain;
CK_00039230,P0CW38,0.995299994945526,Putative antitoxin VapB4;
CK_00039297,P28779,0.9955999851226808,Tryptophanase operon leader peptide;
CK_00039537,Q1KXP9,0.9955999851226808,Putative uncharacterized protein ycf15;
CK_00039626,Q8TGQ3,0.9958000183105468,Putative uncharacterized protein YBR223W-A;
CK_00039839,P82337,0.9957000017166138,Unknown protein from spot 19 of 2D-PAGE of thylakoid;
CK_00040006,P0C1D4,0.9954000115394592,"Cytochrome b6-f complex subunit 8', ' chloroplastic;"
CK_00040034,P0C234,0.9965000152587892,Calcitonin 
CK_00040075,P49835,0.9955000281333924,Uncharacterized 5.4 kDa protein in trnK-psbC intergenic region;
CK_00040096,P30880,0.9950000047683716,Calcitonin gene-related peptide 1;
CK_00040117,Q3E774,0.9955000281333924,Uncharacterized protein YDL159W-A;
CK_00040134,P0AD79,0.995199978351593,leu operon leader peptide;
CK_00040217,Q96IR3,0.9951000213623048,Putative uncharacterized protein MGC15705;
CK_00040237,Q3E750,0.9957000017166138,Uncharacterized protein YGL041C-B;
CK_00040272,P0C234,0.9954000115394592,Calcitonin 
CK_00040320,O83253,0.9969000220298768,Uncharacterized protein TP_0224;
CK_00040332,P0CJ40,0.9954000115394592,L-amino-acid oxidase;
CK_00040413,Q10926,0.995299994945526,Uncharacterized protein B0302.2;
CK_00040458,O13886,0.9959999918937684,Uncharacterized protein C823.02;
CK_00040469,P14661,0.9951000213623048,Cecropin-P1;
CK_00040473,P20412,0.9950000047683716,Giant hemoglobin AI chain;
CK_00040715,Q9UI54,0.9958999752998352,Putative uncharacterized protein PRO0628;
CK_00040739,Q9MUM6,0.9969000220298768,Uncharacterized 7.4 kDa protein in ndhF-psbD intergenic region;
CK_00040854,P49835,0.9968000054359436,Uncharacterized 5.4 kDa protein in trnK-psbC intergenic region;
CK_00040860,P58036,0.9958999752998352,Uncharacterized protein YjbS;
CK_00041042,Q8TGM2,0.8722740789794159,Putative uncharacterized protein YLR347W-A;
CK_00041050,A0T0M0,0.9965999722480774,Photosystem I reaction center subunit IX 
CK_00041051,Q9VXN2,0.9955000281333924,Protein stunted 
CK_00041325,Q3E787,0.9958000183105468,Putative uncharacterized protein YCR095W-A;
CK_00041370,C0H464,0.9951000213623048,Uncharacterized membrane protein YrzT;
CK_00041475,Q96IR3,0.9950000047683716,Putative uncharacterized protein MGC15705;
CK_00041634,P49835,0.9965999722480774,Uncharacterized 5.4 kDa protein in trnK-psbC intergenic region;
CK_00041829,P0DKH9,0.9961000084877014,Auxin-responsive endogenous peptide 1 
CK_00041933,P0C234,0.9958000183105468,Calcitonin 
CK_00042126,O13555,0.8653287348840522,Uncharacterized protein JIP3;
CK_00042339,Q8TGN0,0.9965000152587892,Putative uncharacterized protein YKL156C-A;
CK_00042416,Q8WZA8,0.9954000115394592,Putative gastric cancer-related gene 224 protein;
CK_00042526,Q9MUM6,0.9951000213623048,Uncharacterized 7.4 kDa protein in ndhF-psbD intergenic region;
CK_00042569,A5J277,0.9955999851226808,Putative uncharacterized protein ycf15;
CK_00042600,Q9XPS5,0.9955000281333924,Uncharacterized protein ycf70;
CK_00042676,Q9MS71,0.9965000152587892,Photosystem I reaction center subunit XII 
CK_00042720,P20416,0.995199978351593,Snake venom metalloproteinase bothrolysin;
CK_00043164,A0T0A7,0.9961000084877014,Cytochrome b6-f complex subunit 7 
CK_00043179,P16312,0.9951000213623048,Peptidase 1;
CK_00043595,P49828,0.9955999851226808,Uncharacterized 5.5 kDa protein in ccsA-rps6 intergenic region;
CK_00043921,A8DYP9,0.9954000115394592,fur leader peptide;
CK_00043934,O83253,0.995199978351593,Uncharacterized protein TP_0224;
CK_00043959,Q5H7N6,0.995199978351593,Cecropin-P2;
CK_00044364,Q55330,0.9954000115394592,Photosystem I reaction center subunit VIII;
CK_00044407,P0DPO7,0.9959999918937684,Protein YneP 
CK_00044579,Q8TGT3,0.996999979019165,Uncharacterized protein YJL077W-B;
CK_00045026,O28399,0.9958000183105468,Uncharacterized protein AF_1880;
CK_00045061,P44065,0.9961000084877014,Uncharacterized protein HI_0870;
CK_00045080,P69658,0.9950000047683716,Alpha-conotoxin PIA 
CK_00045125,Q8TGS0,0.9954000115394592,Uncharacterized protein YOR161C-C;
CK_00045151,P35808,0.9950000047683716,Adipokinetic prohormone type 2;
CK_00045207,P16312,0.995199978351593,Peptidase 1;
CK_00045254,A5J277,0.9951000213623048,Putative uncharacterized protein ycf15;
CK_00045261,P38476,0.9959999918937684,Uncharacterized mitochondrial protein ymf34;
CK_00045282,P0DJ42,0.9950000047683716,Snake venom metalloproteinase crotalin;
CK_00045403,Q8K459,0.8946195468822964,Peroxisomal testis-specific protein 1;
CK_00045423,Q8TGT3,0.9954000115394592,Uncharacterized protein YJL077W-B;
CK_00045509,Q54FI7,0.9961000084877014,Putative uncharacterized protein DDB_G0290819;
CK_00045699,P44059,0.9951000213623048,Uncharacterized protein HI_0843;
CK_00045757,Q28605,0.9954000115394592,Islet amyloid polypeptide;
CK_00045944,O13886,0.9958000183105468,Uncharacterized protein C823.02;
CK_00046081,P30880,0.995199978351593,Calcitonin gene-related peptide 1;
CK_00046278,O83302,0.9951000213623048,Uncharacterized protein TP_0278;
CK_00046308,P32185,0.834408769671402,3-hydroxyisobutyrate dehydrogenase;
CK_00046499,O83788,0.9959999918937684,Uncharacterized protein TP_0811;
CK_00046523,P0DQF8,0.9957000017166138,U-scoloptoxin(23)-Er2a 
CK_00046526,P0DPO7,0.9951000213623048,Protein YneP 
CK_00046675,Q9MUM6,0.9957000017166138,Uncharacterized 7.4 kDa protein in ndhF-psbD intergenic region;
CK_00046681,P38031,0.995299994945526,Alpha-1-antiproteinase 4;
CK_00046683,Q24733,0.9958000183105468,Actin;
CK_00046848,P83599,0.9951000213623048,Unknown protein NLV016 from 2D-PAGE;
CK_00046881,O28399,0.9968000054359436,Uncharacterized protein AF_1880;
CK_00046896,P0C5R0,0.9955000281333924,Putative uncharacterized protein YOR314W-A;
CK_00047186,P0CJ06,0.9955999851226808,Venom protein 37.1;
CK_00047356,P15762,0.9950000047683716,Small ribosomal subunit protein uS19c 
CK_00047764,Q96IR3,0.9954000115394592,Putative uncharacterized protein MGC15705;
CK_00047883,P44059,0.9958000183105468,Uncharacterized protein HI_0843;
CK_00047906,P01363,0.995199978351593,Egg-releasing peptide;
CK_00048034,A5J277,0.9966999888420104,Putative uncharacterized protein ycf15;
CK_00048106,Q9MUM6,0.9959999918937684,Uncharacterized 7.4 kDa protein in ndhF-psbD intergenic region;
CK_00048200,C0H464,0.995299994945526,Uncharacterized membrane protein YrzT;
CK_00048278,P24803,0.8257452416183853,Sex pheromone inhibitor determinant;
CK_00048281,Q09MB5,0.9962999820709229,Putative uncharacterized protein ycf15;
CK_00048396,P0DPO7,0.9962999820709229,Protein YneP 
CK_00048407,P31874,0.995299994945526,Dihydroxy-acid dehydratase;
CK_00048424,Q9MUS1,0.995299994945526,Photosystem II reaction center protein I 
CK_00048544,Q8TGM2,0.8644261855507374,Putative uncharacterized protein YLR347W-A;
CK_00048682,P63293,0.9961000084877014,Somatoliberin;
CK_00048726,Q7V1W2,0.995299994945526,Cytochrome b6-f complex subunit 8 
CK_00048781,O83302,0.9951000213623048,Uncharacterized protein TP_0278;
CK_00049020,A2CBT8,0.9965000152587892,Photosystem II reaction center protein T 
CK_00049041,O83253,0.9965999722480774,Uncharacterized protein TP_0224;
CK_00049050,Q24733,0.996399998664856,Actin;
CK_00049086,Q3E7A6,0.9951000213623048,"Uncharacterized protein YML007C-A', ' mitochondrial;"
CK_00049116,P53098,0.9961000084877014,Putative uncharacterized protein YGL188C;
CK_00049128,Q115B5,0.9965000152587892,Photosystem I reaction center subunit IX 
CK_00049175,Q8K459,0.8720309979629803,Peroxisomal testis-specific protein 1;
CK_00049298,A2C7G0,0.9955999851226808,Photosystem I reaction center subunit IX 
CK_00049324,Q9MUM6,0.9957000017166138,Uncharacterized 7.4 kDa protein in ndhF-psbD intergenic region;
CK_00049331,P47214,0.995199978351593,Galanin;
CK_00049387,A4QJD5,0.9965000152587892,Photosystem I reaction center subunit IX 
CK_00049457,P29852,0.8104060138108728,Protein MalX;
CK_00049529,Q5SD33,0.9962000250816344,Cytochrome b6-f complex subunit 6 
CK_00049575,E8RMD3,0.9951000213623048,Astexin-1 
CK_00049657,P0DKH9,0.9962999820709229,Auxin-responsive endogenous peptide 1 
CK_00049670,P44179,0.9954000115394592,Uncharacterized protein HI_1404;
CK_00049856,P0DPN1,0.9962000250816344,Protein YkiC 
CK_00049935,Q3E750,0.995199978351593,Uncharacterized protein YGL041C-B;
CK_00049960,P0CJ71,0.9959999918937684,Humanin-like 4 
CK_00050085,Q113E9,0.9961000084877014,Cytochrome b6-f complex subunit 5 
CK_00050269,P0DQF8,0.9955999851226808,U-scoloptoxin(23)-Er2a 
CK_00050323,Q8TGM2,0.8984344431474973,Putative uncharacterized protein YLR347W-A;
CK_00050453,P49828,0.9955999851226808,Uncharacterized 5.5 kDa protein in ccsA-rps6 intergenic region;
CK_00050529,P20416,0.9962999820709229,Snake venom metalloproteinase bothrolysin;
CK_00050547,Q85FK6,0.9958999752998352,Cytochrome b559 subunit beta 
CK_00050633,A8DYQ1,0.9966999888420104,Uncharacterized protein YthA;
CK_00050700,P84562,0.995199978351593,"Ribulose bisphosphate carboxylase/oxygenase activase', ' chloroplastic;"
CK_00050825,O83199,0.995199978351593,Uncharacterized protein TP_0169;
CK_00050862,P49835,0.9968000054359436,Uncharacterized 5.4 kDa protein in trnK-psbC intergenic region;
CK_00050982,P0DSH6,0.995299994945526,Protein YsdE 
CK_00051013,Q3E804,0.9950000047683716,Uncharacterized protein YOR381W-A;
CK_00051065,Q3Z269,0.9955000281333924,Uncharacterized protein YniD;
CK_00051201,Q54V36,0.996399998664856,Putative uncharacterized protein DDB_G0280641;
CK_00051269,P20416,0.9955000281333924,Snake venom metalloproteinase bothrolysin;
CK_00051438,P44179,0.996399998664856,Uncharacterized protein HI_1404;
CK_00051443,B7KFH4,0.9965000152587892,Photosystem II reaction center protein M 
CK_00051725,Q8TGM2,0.8446739579229927,Putative uncharacterized protein YLR347W-A;
CK_00051849,P51233,0.995299994945526,Uncharacterized protein ORF62;
CK_00051865,P0DQF8,0.9950000047683716,U-scoloptoxin(23)-Er2a 
CK_00052134,Q8TGU3,0.9958000183105468,Putative uncharacterized protein YFL031C-A;
CK_00052412,Q9MUM6,0.9962999820709229,Uncharacterized 7.4 kDa protein in ndhF-psbD intergenic region;
CK_00052416,P16351,0.9955000281333924,Lectin;
CK_00052544,P18268,0.9954000115394592,Indole-3-glycerol phosphate synthase;
CK_00052553,P14570,0.8075375184416771,ATP synthase protein 8;
