SeqCluster,ClusterNumber,InterPro_id,Most represented functional category_x
CK_00000311,CK_Pro_SB_01321,IPR036788  IPR036787  IPR019813  IPR001288  IPR019815  IPR019814,IPR001288|IPR019813|IPR019814|IPR019815
CK_00000312,CK_Syn_KORDI-100_01590, ,IPR000524
CK_00000313,CK_Pro_MIT9116_00705,IPR001451  IPR045304  IPR042122  IPR005881  IPR053376  IPR011004,IPR001451|IPR005881|IPR010493|IPR018357|IPR053376
CK_00000314,CK_Pro_SS52_01022,IPR034964  IPR002180  IPR036467,IPR002180|IPR034964
CK_00000315,CK_Syn_KORDI-100_00820,IPR005748  IPR007695  IPR017261  IPR000432  IPR007861  IPR007696  IPR016151  IPR036187  IPR007860  IPR045076  IPR036678  IPR027417,IPR000432|IPR005748|IPR007695|IPR007696|IPR007860|IPR007861
CK_00000316,CK_Pro_MIT0801_02193,IPR023072  IPR016181  IPR000182,IPR000182
CK_00000317,CK_Syn_A18-40_00078,IPR006935  IPR014001  IPR001650  IPR027417  IPR001943  IPR036876  IPR004807  IPR041471  IPR024759,IPR001650|IPR001943|IPR004807|IPR006935|IPR014001|IPR024759|IPR041471
CK_00000318,CK_Syn_RS9909_00074,IPR013785  IPR036206  IPR022998  IPR034291,IPR007570
CK_00000319,CK_Syn_A15-28_00077,IPR014729  IPR011063  IPR012094  IPR012795  IPR015262,IPR011063|IPR012795|IPR015262
CK_00000320,CK_Pro_SS35_00503,IPR003722  IPR036588,IPR003722
CK_00000322,CK_Syn_RS9916_37927,IPR001279  IPR036866  IPR011108  IPR004613  IPR042173  IPR055132  IPR030854  IPR041636  IPR001587,IPR001279|IPR001587|IPR004613|IPR011108|IPR041636
CK_00000323,CK_Syn_RS9909_00070,IPR013785  IPR005263  IPR002220  IPR020625  IPR020624,IPR002220|IPR005263|IPR020624|IPR020625
CK_00000324,CK_Pro_MIT9303_00711,IPR012080  IPR005986  IPR036291  IPR000534  IPR012280,IPR000534|IPR005986|IPR012280
CK_00000325,CK_Syn_RS9902_00068,IPR003593  IPR050052  IPR003959  IPR019489  IPR004487  IPR046425  IPR027417  IPR010603  IPR038366,IPR003959|IPR004487|IPR010603|IPR019489
CK_00000327,CK_Pro_MIT9107_00076,IPR001173  IPR050321  IPR029044,IPR001173
CK_00000329,CK_Pro_MIT9321_01429,IPR001706  IPR021137  IPR018265  IPR037229,IPR001706|IPR018265|IPR021137
CK_00000330,CK_Pro_SS51_01953,IPR005813  IPR049946  IPR035566,IPR005813|IPR049946
CK_00000331,CK_Cya_CB0101_15031,IPR011990  IPR013105  IPR019734,IPR019734
CK_00000332,CK_Cya_WH5701_02974,IPR013785  IPR033983  IPR008867,IPR033983
CK_00000333,CK_Cya_NS01_00061,IPR001296  IPR028098  IPR050194,IPR001296|IPR028098
CK_00000334,CK_Syn_MVIR-18-1_00055,IPR050515  IPR012338  IPR054120  IPR001460,IPR001460|IPR005311|IPR017790
CK_00000335,CK_Pro_MIT0603_00025, , 
CK_00000336,CK_Pro_MIT9322_00408,IPR029062  IPR017926  IPR001674  IPR004739  IPR022955  IPR025777  IPR022310  IPR014729,IPR001674|IPR004739|IPR017926|IPR022310|IPR025777
CK_00000337,CK_Syn_PROS-9-1_00049,IPR002748  IPR036074,IPR002748
CK_00000338,CK_Syn_WH8020_00057,IPR000192  IPR020578  IPR015424  IPR015421  IPR015422  IPR024169,IPR000192|IPR020578
CK_00000339,CK_Syn_KORDI-52_00370,IPR007836,IPR002711
CK_00000340,CK_Pro_MIT0601_01042,IPR001509  IPR036291  IPR051783,IPR001509
CK_00000341,CK_Pro_MIT9322_00398,IPR037539  IPR005255,IPR005255
CK_00000342,CK_Syn_A18-25c_00032,IPR053217  IPR001249  IPR001882  IPR000089  IPR011053,IPR000089|IPR001249|IPR001882
CK_00000343,CK_Syn_BIOS-E4-1_00032,IPR015365  IPR012340  IPR014722  IPR020599  IPR013185  IPR001059  IPR013852  IPR011768  IPR008991,IPR001059|IPR011768|IPR013185|IPR013852|IPR015365
CK_00000344,CK_Syn_WH8101_00031,IPR029000  IPR002130  IPR048563  IPR044665  IPR023222,IPR002130|IPR048563
CK_00000345,CK_Pro_MIT9311_01453,IPR010918  IPR036676  IPR016188  IPR036921  IPR006283,IPR006283|IPR010918|IPR016188
CK_00000346,CK_Pro_MIT9515_00211,IPR036565  IPR004101  IPR036615  IPR013221  IPR000713  IPR050061  IPR005758,IPR000713|IPR004101|IPR005758|IPR013221
CK_00000347,CK_Pro_MIT0604_00021,IPR016166  IPR036318  IPR016167  IPR016169  IPR003170  IPR011601  IPR036635  IPR006094,IPR003170|IPR006094|IPR011601|IPR016166
CK_00000348,CK_Pro_MIT0604_00020,IPR036894  IPR004401,IPR004401
CK_00000349,CK_Syn_KORDI-100_00240,IPR030378  IPR012340  IPR027417  IPR004881  IPR010914,IPR004881|IPR010914|IPR030378
CK_00000350,CK_Syn_A15-127_00022,IPR012724  IPR002939  IPR001623  IPR018253  IPR008971  IPR001305  IPR036410  IPR036869,IPR001305|IPR001623|IPR002939|IPR012724|IPR018253
CK_00000351,CK_Pro_MIT0601_01056,IPR000740  IPR013805  IPR009012,IPR000740
CK_00000352,CK_Syn_RS9902_00017,IPR003953  IPR036188,IPR004792
CK_00000353,CK_Syn_PROS-9-1_00015,IPR013785  IPR035587  IPR001269  IPR004653  IPR018517,IPR018517|IPR035587
CK_00000354,CK_Pro_MIT9312_00012,IPR029419  IPR009049  IPR024083  IPR020557  IPR000362  IPR022761  IPR008948,IPR009049|IPR020557|IPR022761|IPR029419
CK_00000355,CK_Pro_HNLC2_01629, ,IPR001932
CK_00000356,CK_Syn_WH8020_00021,IPR000392  IPR027417,IPR000897|IPR004390|IPR013822
CK_00000357,CK_Syn_RS9907_00010,IPR035926  IPR011605  IPR006027,IPR006027|IPR011605
CK_00000358,CK_Syn_RS9902_00009, ,IPR007462
CK_00000359,CK_Syn_WH7803_00007,IPR017896  IPR017900  IPR004453  IPR013542,IPR004453|IPR013542|IPR017896|IPR017900
CK_00000360,CK_Pro_MIT9301_00051,IPR011990  IPR019734  IPR050498,IPR019734
CK_00000361,CK_Pro_AS9601_00031,IPR017932  IPR029055  IPR000836  IPR029057  IPR005854  IPR035584,IPR000836|IPR005854|IPR017932
CK_00000362,CK_Pro_NATL2A_01330,IPR010074  IPR041609  IPR010918  IPR036676  IPR016188  IPR036921,IPR010074|IPR010918|IPR016188|IPR041609
CK_00000364,CK_Pro_SS120_00001,IPR046938  IPR001001  IPR022635  IPR022637  IPR022634,IPR001001|IPR022634|IPR022635|IPR022637
CK_00000365,CK_Pro_MIT0701_02413, ,IPR010802
CK_00000366,CK_Syn_M16.1_02556,IPR004604  IPR027417  IPR003395,IPR003395|IPR004604
CK_00000367,CK_Pro_UH18301_01549,IPR003593  IPR003439  IPR017871  IPR013815  IPR027417  IPR004602  IPR041552  IPR041102,IPR003439|IPR004602|IPR017871|IPR041102|IPR041552
CK_00000368,CK_Syn_A15-44_03205,IPR003953  IPR036188,IPR001296|IPR006380|IPR012821|IPR012822|IPR028098
CK_00000369,CK_Syn_WH8101_02929,IPR011761  IPR003135  IPR013815  IPR016185  IPR005862  IPR054350  IPR048740  IPR011054,IPR003135|IPR005862|IPR011761|IPR048740|IPR054350
CK_00000371,CK_Pro_GP2_01875,IPR000715  IPR003524  IPR018480,IPR000715|IPR003524|IPR018480
CK_00000372,CK_Syn_BIOS-U3-1_03472,IPR007836,IPR021481
CK_00000373,CK_Pro_MIT0602_01564,IPR048268  IPR048267  IPR001518  IPR018223  IPR023434  IPR024074  IPR014729,IPR001518|IPR018223|IPR048267|IPR048268
CK_00000374,CK_Syn_BIOS-E4-1_04459,IPR000529  IPR020815  IPR035980  IPR020814  IPR014717,IPR000529|IPR020815
CK_00000375,CK_Pro_NATL2A_01315,IPR035287,IPR005691
CK_00000376,CK_Syn_A15-62_02818,IPR046346  IPR036291  IPR041121  IPR013708  IPR022893,IPR011342|IPR013708|IPR041121
CK_00000377,CK_Pro_NATL1A_21851,IPR003953  IPR036188,IPR006076
CK_00000378,CK_Syn_PROS-7-1_50003, ,IPR007016
CK_00000380,CK_Pro_MIT0604_02070,IPR015931  IPR001030  IPR015928  IPR050926  IPR018136  IPR036008  IPR004406  IPR015933  IPR036288  IPR015929  IPR015932,IPR001030|IPR004406|IPR015929|IPR015933|IPR018136
CK_00000381,CK_Pro_MIT9322_00126,IPR013785  IPR006218  IPR006219,IPR006218|IPR006219
CK_00000382,CK_Syn_WH8101_02906,IPR037997, 
CK_00000383,CK_Syn_PROS-9-1_02794,IPR003414  IPR041108  IPR024953  IPR036830  IPR025200  IPR025198  IPR036832,IPR003414|IPR024953|IPR025198|IPR025200|IPR041108
CK_00000384,CK_Syn_CC9902_02282,IPR000878  IPR035996  IPR014777  IPR014776  IPR006366  IPR050161  IPR003043,IPR000878|IPR003043|IPR006366
CK_00000385,CK_Pro_MIT9314_01492,IPR001544  IPR018300  IPR036038  IPR005785  IPR043132  IPR043131  IPR033939  IPR050571,IPR001544
CK_00000386,CK_Syn_A15-24_02670,IPR005802  IPR005801  IPR019999  IPR006805  IPR015890,IPR015890
CK_00000387,CK_Syn_PROS-9-1_02746,IPR018317  IPR014729,IPR018317
CK_00000388,CK_Pro_MIT9301_18811,IPR024924  IPR013785  IPR007197,IPR007197
CK_00000389,CK_Syn_A15-44_03108,IPR029062  IPR004468  IPR017456  IPR017926  IPR033828  IPR027417,IPR004468|IPR017456|IPR017926
CK_00000390,CK_Pro_MED4_01688,IPR004364  IPR006195  IPR045864  IPR004524  IPR047089  IPR002312  IPR047090  IPR004115  IPR029351  IPR012340  IPR004365,IPR004364|IPR004365|IPR004524|IPR006195|IPR029351
CK_00000391,CK_Syn_RS9909_02762,IPR006223  IPR022903  IPR028896  IPR013977  IPR006222  IPR029043  IPR027266,IPR006222|IPR006223|IPR013977
CK_00000392,CK_Pro_SS120_01849,IPR023694  IPR005925  IPR006035  IPR023696  IPR020855,IPR005925|IPR006035|IPR020855
CK_00000393,CK_Pro_MIT9322_00140,IPR030374  IPR030373  IPR029063  IPR001045  IPR035246  IPR037163,IPR030373|IPR030374|IPR035246
CK_00000394,CK_Syn_A15-44_03100,IPR000352  IPR045853,IPR000352
CK_00000395,CK_Pro_MIT9313_02211,IPR004518  IPR048011  IPR048015  IPR011551,IPR004518|IPR011551
CK_00000396,CK_Pro_MIT0702_02323,IPR001279  IPR036866,IPR001279
CK_00000397,CK_Pro_SS2_00047,IPR002481  IPR043135  IPR036388  IPR036390,IPR002481
CK_00000398,CK_Pro_MIT9401_00313,IPR036291  IPR002347  IPR051911,IPR002347
CK_00000399,CK_Pro_MIT0801_01970,IPR005123  IPR041097  IPR023550  IPR006620  IPR044862,IPR005123|IPR044862
CK_00000401,CK_Syn_PROS-U-1_03032,IPR001412  IPR002300  IPR033705  IPR013155  IPR014729  IPR010978  IPR009080  IPR037118  IPR019499  IPR009008  IPR002303,IPR001412|IPR002300|IPR002303|IPR013155|IPR019499
CK_00000402,CK_Syn_A15-62_02703,IPR015414  IPR032816,IPR032816
CK_00000403,CK_Cya_CB0101_03622,IPR031429,IPR032347
CK_00000404,CK_Syn_KORDI-52_26910,IPR002725,IPR006640|IPR035240
CK_00000405,CK_Pro_GP2_01841,IPR007440  IPR028978,IPR002800|IPR048022
CK_00000406,CK_Syn_WH8102_02382,IPR036188  IPR049312  IPR004416  IPR002218  IPR020595  IPR026904  IPR047001  IPR044920  IPR040131,IPR004416|IPR020595|IPR026904|IPR040131|IPR049312
CK_00000407,CK_Pro_MIT0604_02041,IPR000244  IPR009027  IPR020594  IPR020069  IPR036791  IPR020070  IPR036935,IPR020069|IPR020070|IPR020594
CK_00000408,CK_Syn_CC9605_02540,IPR009651  IPR015424  IPR015421,IPR009651
CK_00000409,CK_Syn_TAK9802_02541,IPR003016  IPR000089  IPR002930  IPR033753  IPR017453  IPR011053,IPR000089|IPR003016|IPR017453|IPR033753
CK_00000410,CK_Syn_RCC307_02390,IPR003437  IPR049316  IPR049315  IPR020581  IPR015424  IPR015421  IPR015422,IPR003437|IPR049315|IPR049316
CK_00000411,CK_Syn_MEDNS5_02638,IPR002563  IPR008254  IPR001226  IPR029039  IPR001279  IPR051285  IPR045761  IPR036866  IPR012349,IPR001226|IPR002563|IPR008254|IPR045761
CK_00000412,CK_Syn_WH8103_02724,IPR002563  IPR008254  IPR029039  IPR001279  IPR051285  IPR045761  IPR036866  IPR012349,IPR002563|IPR008254|IPR045761
CK_00000413,CK_Syn_A18-40_02660, ,IPR000330|IPR001650|IPR014001|IPR022138
CK_00000414,CK_Cya_WH5701_04865,IPR045864  IPR002318  IPR018162  IPR018165  IPR018164  IPR050058  IPR023033  IPR003156  IPR018163  IPR009000  IPR012947,IPR002318|IPR003156|IPR012947|IPR018164|IPR018165
CK_00000415,CK_Pro_UH18301_00046,IPR009006  IPR040634  IPR041128  IPR002985  IPR022657  IPR022644  IPR022653  IPR000183  IPR029066,IPR002985|IPR022644|IPR022653|IPR022657|IPR040634|IPR041128
CK_00000416,CK_Pro_MIT0601_01021,IPR034907  IPR036850  IPR001564  IPR023005,IPR023005|IPR034907
CK_00000417,CK_Cya_WH5701_04925,IPR003953  IPR036188,IPR006076|IPR012727
CK_00000418,CK_Cya_CB0205_01588,IPR017959  IPR006075  IPR018027  IPR003789  IPR004413  IPR042114  IPR023168  IPR017958  IPR014746,IPR004413|IPR006075|IPR017958|IPR018027
CK_00000420,CK_Syn_WH8101_02779,IPR002813  IPR016117  IPR042195,IPR002813
CK_00000421,CK_Pro_MIT9515_02381,IPR004147  IPR011009  IPR010232  IPR045308  IPR050154,IPR004147
CK_00000422,CK_Syn_WH8016_01956,IPR000941  IPR036849  IPR029017  IPR020810  IPR020809  IPR020811,IPR000941|IPR020809|IPR020810|IPR020811
CK_00000423,CK_Cya_PCC6307_02749,IPR051332  IPR029068  IPR004360  IPR037523  IPR037478,IPR004360|IPR004361|IPR018146|IPR037523
CK_00000424,CK_Syn_WH7805_10453,IPR005807  IPR038379  IPR001901,IPR001901|IPR005807
CK_00000425,CK_Syn_RS9907_02831,IPR005824  IPR047050  IPR006645  IPR036735  IPR043425  IPR014722  IPR001062  IPR015869  IPR008991,IPR001062|IPR005824|IPR006645|IPR015869
CK_00000426,CK_Syn_A15-62_02638,IPR000911  IPR006519  IPR020783  IPR036769  IPR020785  IPR020784  IPR036796,IPR006519|IPR020783|IPR020784|IPR020785
CK_00000427,CK_Syn_PROS-U-1_02947,IPR005878  IPR002143  IPR023674  IPR028364  IPR016095  IPR023673,IPR005878|IPR023673|IPR028364
CK_00000428,CK_Syn_A15-24_02556,IPR001790  IPR043141  IPR022973  IPR047865,IPR001790
CK_00000429,CK_Pro_MIT9321_00712,IPR000206  IPR013823  IPR014719  IPR008932  IPR036235,IPR000206|IPR008932|IPR013823
CK_00000430,CK_Pro_PAC1_00383,IPR050092  IPR012337  IPR002156  IPR036397  IPR022892,IPR002156
CK_00000431,CK_Pro_MIT9107_01765,IPR013785  IPR050074  IPR005719  IPR005720  IPR001295,IPR001295|IPR005719|IPR005720
CK_00000432,CK_Syn_PROS-U-1_02933,IPR001917  IPR004839  IPR005861  IPR015424  IPR015421  IPR015422,IPR004838|IPR004839
CK_00000433,CK_Pro_MIT9123_00112,IPR006009  IPR007235  IPR004276,IPR004276|IPR006009|IPR007235
CK_00000435,CK_Syn_PROS-7-1_02659,IPR030378  IPR006073  IPR023179  IPR016478  IPR027417,IPR006073|IPR019991
CK_00000436,CK_Syn_BOUM118_02563,IPR031168  IPR006073  IPR018948  IPR004520  IPR027368  IPR025867  IPR027417  IPR005225  IPR027266,IPR004520|IPR005225|IPR006073|IPR018948|IPR025867|IPR031168
CK_00000437,CK_Syn_WH8103_02662,IPR013785  IPR004393  IPR027277  IPR036068  IPR037128  IPR002638  IPR022412,IPR002638|IPR004393|IPR022412
CK_00000438,CK_Pro_SS52_00365,IPR001412  IPR001278  IPR005148  IPR036695  IPR035684  IPR008909  IPR014729  IPR009080,IPR001278|IPR001412|IPR005148|IPR008909|IPR035684
CK_00000439,CK_Syn_M16.1_02365,IPR001917  IPR004839  IPR005861  IPR015424  IPR015421  IPR015422,IPR004838|IPR004839
CK_00000440,CK_Pro_MIT0604_00228,IPR001279  IPR036866,IPR006311
CK_00000441,CK_Pro_SB_01039,IPR050472  IPR029062  IPR017926  IPR006221,IPR006221|IPR017926
CK_00000442,CK_Pro_MIT0601_00868,IPR000829  IPR036945  IPR033717,IPR000829
CK_00000443,CK_Pro_SS120_00207,IPR023091  IPR002036  IPR020549,IPR002036|IPR020549
CK_00000444,CK_Pro_MIT0603_00185,IPR005139  IPR000352  IPR045853  IPR050057  IPR004373,IPR000352|IPR004374|IPR005139
CK_00000445,CK_Pro_SS51_01031,IPR011767  IPR002109  IPR014025  IPR011900  IPR036249,IPR002109|IPR011767|IPR011900
CK_00000446,CK_Syn_RS9909_02617,IPR011761  IPR013815  IPR006284  IPR004218  IPR004215  IPR016185,IPR004215|IPR004218|IPR006284|IPR011761
CK_00000447,CK_Pro_MIT0603_00181,IPR011937  IPR000537  IPR026046,IPR000537|IPR011937
CK_00000449,CK_Pro_MIT9322_00556,IPR001135  IPR014029  IPR022885  IPR029014,IPR001135|IPR014029
CK_00000450,CK_Syn_SYN20_03153,IPR011006  IPR016032  IPR001789  IPR000792  IPR039420  IPR036388,IPR000792|IPR001789
CK_00000451,CK_Pro_MIT9401_00660,IPR010251  IPR010940  IPR029063,IPR010251|IPR010940
CK_00000452,CK_Syn_A15-24_02503,IPR033747  IPR000031  IPR024694,IPR000031
CK_00000454,CK_Syn_M16.1_02337,IPR002891  IPR027417,IPR002891
CK_00000455,CK_Pro_MIT9312_00166,IPR006653  IPR006654  IPR023026  IPR001926  IPR036052,IPR001926|IPR006653|IPR006654
CK_00000456,CK_Syn_WH8109_02526,IPR001763  IPR036873  IPR044240,IPR001763
CK_00000457,CK_Syn_MVIR-18-1_00346, ,IPR021518
CK_00000458,CK_Pro_MIT0702_00458,IPR015424  IPR015421  IPR015422  IPR001085  IPR049943  IPR019798  IPR039429,IPR019798|IPR039429
CK_00000459,CK_Syn_PROS-U-1_00340,IPR050101  IPR036653  IPR008136  IPR041424  IPR008135  IPR036425  IPR001453,IPR001453|IPR008135|IPR008136|IPR041424
CK_00000460,CK_Pro_MIT9107_01703,IPR004430  IPR015931  IPR001030  IPR018136  IPR036008  IPR050067  IPR033941,IPR001030|IPR004430|IPR018136
CK_00000461,CK_Pro_MIT9107_01704,IPR004431  IPR015928  IPR000573  IPR033940  IPR050075,IPR000573
CK_00000463,CK_Pro_MIT0604_00296,IPR001056  IPR036863,IPR001056
CK_00000464,CK_Syn_CC9616_00333,IPR001328  IPR018171  IPR036416,IPR001328|IPR018171
CK_00000466,CK_Syn_WH8109_00266,IPR012337  IPR005227  IPR006641  IPR037027, 
CK_00000467,CK_Pro_PAC1_01230, ,IPR021435
CK_00000468,CK_Pro_MIT9311_00896,IPR000595  IPR018490  IPR050397  IPR012318  IPR014710  IPR018335  IPR022299  IPR036388  IPR036390,IPR000595|IPR012318|IPR018335|IPR022299
CK_00000469,CK_Cya_NS01_02669,IPR000392  IPR027417,IPR003724
CK_00000470,CK_Pro_HNLC1_01314,IPR011962  IPR036157  IPR033704,IPR011962
CK_00000471,CK_Syn_WH7805_07551,IPR036249  IPR017937  IPR013766  IPR044241,IPR013766
CK_00000472,CK_Pro_MIT9116_01783,IPR005844  IPR016055  IPR005845  IPR005846  IPR005843  IPR036900  IPR016066  IPR005841  IPR006352  IPR050060,IPR005843|IPR005844|IPR005845|IPR005846|IPR006352|IPR016066
CK_00000473,CK_Pro_MIT0604_00285,IPR029063  IPR003358,IPR003358
CK_00000474,CK_Pro_MIT0603_00252, ,IPR021515
CK_00000475,CK_Syn_WH7803_00335,IPR001412  IPR002300  IPR033708  IPR002301  IPR023585  IPR050081  IPR013155  IPR014729  IPR009080  IPR009008  IPR010663,IPR001412|IPR002300|IPR002301|IPR010663|IPR013155
CK_00000476,CK_Pro_SS52_00019,IPR036113  IPR003837,IPR003837
CK_00000477,CK_Pro_SB_00989,IPR006132  IPR006130  IPR036901  IPR002082  IPR006131,IPR002082|IPR006130|IPR006131|IPR006132
CK_00000478,CK_Pro_MIT9201_01762,IPR007572,IPR007572
CK_00000479,CK_Cya_PCC6307_01886,IPR036291,IPR003382|IPR005252|IPR007085
CK_00000480,CK_Syn_KORDI-100_04130,IPR011250  IPR002628,IPR002628
CK_00000481,CK_Pro_SS35_01633,IPR025980  IPR015947  IPR014729  IPR020792  IPR024951  IPR002650,IPR002650|IPR024951|IPR025980
CK_00000482,CK_Syn_MVIR-18-1_00410,IPR000453  IPR035904  IPR020541,IPR000453|IPR020541
CK_00000483,CK_Cya_NS01_02624,IPR013785  IPR006158  IPR036724  IPR006638  IPR027564  IPR007197  IPR051198,IPR007197
CK_00000485,CK_Pro_MIT9515_16791,IPR022935  IPR003769  IPR014719,IPR003769
CK_00000486,CK_Syn_RS9902_00311,IPR004839  IPR019942  IPR015424  IPR015421  IPR015422,IPR004839|IPR019942
CK_00000487,CK_Syn_WH7805_07311,IPR012340  IPR019307  IPR004659  IPR003029,IPR003029|IPR004659|IPR019307
CK_00000488,CK_Syn_A15-60_00411,IPR022898  IPR001352  IPR024567  IPR012337  IPR036397,IPR024567
CK_00000489,CK_Syn_BIOS-E4-1_00484,IPR029866  IPR000799  IPR023393  IPR002913,IPR018971
CK_00000490,CK_Pro_NATL1A_19451,IPR045865  IPR002912  IPR001086  IPR018528,IPR001086|IPR002912|IPR018528
CK_00000491,CK_Pro_MIT9313_01785,IPR050447  IPR013216  IPR025774  IPR029063,IPR013216|IPR025774
CK_00000493,CK_Syn_RS9917_03438,IPR001848  IPR018268  IPR027486  IPR036838,IPR001848|IPR027486
CK_00000494,CK_Cya_CB0101_13145,IPR041709  IPR050055  IPR004161  IPR033720  IPR031157  IPR027417  IPR005225  IPR000795  IPR009000  IPR009001  IPR004541  IPR004160,IPR000795|IPR004160|IPR004161|IPR004541|IPR005225|IPR031157
CK_00000495,CK_Pro_MIT9321_01274,IPR041095  IPR009022  IPR035647  IPR047872  IPR035649  IPR000640  IPR004161  IPR031157  IPR027417  IPR020568  IPR014721  IPR005225  IPR000795  IPR009000  IPR004540  IPR005517,IPR000640|IPR000795|IPR004161|IPR004540|IPR005225|IPR005517|IPR031157|IPR041095
CK_00000496,CK_Syn_MITS9220_00402,IPR000235  IPR005717  IPR020606  IPR023798  IPR036823,IPR005717|IPR020606|IPR023798
CK_00000497,CK_Cya_NS01_02601,IPR012340  IPR000289  IPR028626,IPR005679|IPR006032
CK_00000498,CK_Syn_CC9605_00324,IPR000361  IPR016092  IPR017870  IPR035903, 
CK_00000499,CK_Syn_RCC307_01244,IPR007038,IPR007038
CK_00000500,CK_Syn_WH8101_00442, ,IPR000878|IPR002750|IPR006363|IPR021744
CK_00000501,CK_Pro_MIT9515_16991,IPR003757  IPR036592  IPR022980,IPR003757
CK_00000502,CK_Pro_MIT0604_01861,IPR022857  IPR001173  IPR050256  IPR029044,IPR001173
CK_00000504,CK_Pro_EQPAC1_01072,IPR012338  IPR045155  IPR000871  IPR023650,IPR045155
CK_00000505,CK_Syn_RS9909_00506,IPR000821  IPR009006  IPR011079  IPR001608  IPR020622  IPR029066,IPR000821|IPR001608|IPR011079|IPR020622
CK_00000507,CK_Pro_MIT9321_01294,IPR005139  IPR000352  IPR045853  IPR050057  IPR004373,IPR000352|IPR004373|IPR005139
CK_00000508,CK_Pro_MIT0801_02050,IPR034704  IPR002150  IPR027491  IPR042105,IPR002150
CK_00000509,CK_Syn_RS9915_02420,IPR020568  IPR000754  IPR023035  IPR020574  IPR014721,IPR000754|IPR020574
CK_00000510,CK_Syn_A15-127_00408,IPR005822  IPR005823  IPR023563  IPR036899,IPR005822|IPR005823|IPR023563
CK_00000511,CK_Syn_WH8102_02092,IPR020103  IPR001406  IPR020097  IPR020095  IPR020094,IPR001406|IPR020097
CK_00000512,CK_Pro_HNLC1_01870,IPR000456  IPR036373,IPR000456
CK_00000513,CK_Cya_CB0205_04816,IPR011262  IPR011263  IPR011773  IPR036603  IPR011260  IPR036643,IPR011260|IPR011262|IPR011263|IPR011773
CK_00000514,CK_Pro_MIT9313_01754,IPR001971  IPR019981  IPR018102  IPR036967,IPR001971|IPR018102|IPR019981
CK_00000515,CK_Pro_NATL2A_01108,IPR027437  IPR001892  IPR010979  IPR019980  IPR018269,IPR001892|IPR018269|IPR019980
CK_00000516,CK_Syn_RS9917_03238,IPR000473  IPR035977,IPR000473
CK_00000517,CK_Syn_WH7805_07076,IPR000850  IPR033690  IPR027417,IPR033690
CK_00000518,CK_Cya_PCC6307_01829,IPR026593  IPR002208  IPR030659  IPR023201,IPR002208|IPR030659
CK_00000519,CK_Pro_MIT9107_00540,IPR020568  IPR000851  IPR005712  IPR005324  IPR013810  IPR018192  IPR014721,IPR005324|IPR005712|IPR013810|IPR018192
CK_00000520,CK_Pro_LG_01724,IPR005484  IPR004389,IPR004389|IPR005484
CK_00000521,CK_Syn_WH7805_07046,IPR000702  IPR036789  IPR020040  IPR019906  IPR002358,IPR002358|IPR019906|IPR020040
CK_00000522,CK_Syn_PROS-U-1_00469,IPR000630  IPR047863  IPR035987,IPR000630|IPR047863
CK_00000523,CK_Syn_RCC307_02128,IPR002132  IPR020930  IPR031309  IPR022803  IPR031310,IPR020929|IPR031309|IPR031310
CK_00000524,CK_Syn_M16.1_00356,IPR005824  IPR014722  IPR003256  IPR005825  IPR041988  IPR008991,IPR003256|IPR005824|IPR005825
CK_00000525,CK_Pro_NATL1A_19931,IPR000218  IPR005745  IPR036853,IPR000218|IPR005745
CK_00000526,CK_Syn_CC9616_00484,IPR012340  IPR000266  IPR019984  IPR019979,IPR000266|IPR019979|IPR019984
CK_00000527,CK_Syn_MEDNS5_00437,IPR047873  IPR000114  IPR020798  IPR016180  IPR036920,IPR000114|IPR020798|IPR047873
CK_00000528,CK_Pro_SS35_00605,IPR004087  IPR015946  IPR004044  IPR009019  IPR036419  IPR005704  IPR001351  IPR018280,IPR001351|IPR004044|IPR005704|IPR018280
CK_00000529,CK_Pro_MIT9202_01082,IPR001063  IPR005727  IPR047867  IPR018260  IPR036394,IPR001063|IPR005727|IPR018260
CK_00000530,CK_Syn_A15-44_00376,IPR002222  IPR005732  IPR020934  IPR023575,IPR002222|IPR005732|IPR020934
CK_00000531,CK_Pro_MIT9312_01647,IPR012340  IPR014722  IPR002171  IPR005880  IPR022669  IPR022671  IPR014726  IPR022666  IPR008991,IPR005880|IPR022666|IPR022669|IPR022671
CK_00000532,CK_Pro_MIT0602_01738,IPR012677  IPR013025  IPR012678  IPR001014,IPR001014|IPR013025
CK_00000533,CK_Syn_M16.1_00366,IPR002136  IPR013005  IPR023574,IPR002136|IPR013005
CK_00000534,CK_Cya_CB0101_12692,IPR000597  IPR019927  IPR019926  IPR009000,IPR000597|IPR019926|IPR019927
CK_00000535,CK_Syn_WH8102_02066,IPR020874,IPR020874
CK_00000536,CK_Pro_MIT0602_01734,IPR013785  IPR036206  IPR022998  IPR034291,IPR017896|IPR017900|IPR021039
CK_00000537,CK_Syn_A18-40_02326,IPR038102  IPR028472,IPR041492
