SeqCluster,Most represented functional category
CK_00000771,IPR001296|IPR011835|IPR013534
CK_00000772,IPR001451|IPR005882|IPR025877
CK_00000773,IPR008471
CK_00000774,IPR001986|IPR006264|IPR023193
CK_00000775,IPR005238
CK_00000776,IPR002508|IPR021731
CK_00000777,IPR004391|IPR015942|IPR033134
CK_00000778,IPR000092|IPR033749
CK_00000779,IPR000873|IPR011904|IPR020845|IPR025110|IPR032387
CK_00000780,IPR010765
CK_00000781,IPR013520
CK_00000782,IPR000312|IPR005940|IPR017459
CK_00000783,IPR002474|IPR006274|IPR017926
CK_00000784,IPR000999
CK_00000785,IPR001537|IPR004441|IPR013123
CK_00000786,IPR014945
CK_00000787,IPR004013|IPR004365|IPR004805|IPR011708|IPR029460|IPR040982
CK_00000788,IPR021855
CK_00000789,IPR000589|IPR005290
CK_00000790,IPR000085|IPR011114|IPR013849
CK_00000791,IPR000620
CK_00000792,IPR002694|IPR006171|IPR006295|IPR013264|IPR019475
CK_00000793,IPR003439
CK_00000795,IPR013216
CK_00000796,IPR003473
CK_00000797,IPR007621
CK_00000798,IPR003788
CK_00000799,IPR016037|IPR030960
CK_00000800,IPR003135|IPR005875|IPR011761|IPR040686|IPR054350
CK_00000801,IPR018664
CK_00000802,IPR017499
CK_00000803,IPR003838|IPR025857
CK_00000804,IPR001697|IPR008279|IPR015793|IPR015795
CK_00000805,IPR004518
CK_00000806,IPR003425
CK_00000807,IPR005234
CK_00000808,IPR000634|IPR001721|IPR001926|IPR005787
CK_00000809,IPR000549|IPR017492
CK_00000810,IPR021995
CK_00000811,IPR019634
CK_00000812,IPR000866|IPR013766
CK_00000813,IPR001383|IPR026569
CK_00000814,IPR001404|IPR019805
CK_00000815,IPR000760|IPR020550|IPR020583
CK_00000816,IPR001041
CK_00000817,IPR003439|IPR005670|IPR017871
CK_00000818,IPR000515|IPR011864
CK_00000819,IPR001623|IPR002939
CK_00000820,IPR021503
CK_00000821,IPR000845|IPR010044|IPR018099
CK_00000822,IPR002130|IPR020892
CK_00000823,IPR000422|IPR000926|IPR032677
CK_00000824,IPR000534|IPR000706|IPR023013
CK_00000825,IPR001555|IPR002376|IPR004607
CK_00000827,IPR001672|IPR018189
CK_00000828,IPR001412|IPR002300|IPR002302|IPR013155|IPR015413|IPR025709
CK_00000829,IPR001653|IPR018510
CK_00000830,IPR018962
CK_00000831,IPR000667
CK_00000832,IPR001980|IPR004821
CK_00000833,IPR002563
CK_00000834,IPR000305|IPR001162|IPR001943|IPR004791
CK_00000835,IPR005265
CK_00000836,IPR004013
CK_00000837,IPR001544|IPR005785|IPR018300
CK_00000838,IPR000489|IPR003726|IPR003759|IPR004223|IPR006158|IPR011822
CK_00000839,IPR025149
CK_00000841,IPR019200|IPR045759
CK_00000842,IPR001623
CK_00000843,IPR002547|IPR004532|IPR005121|IPR005146|IPR005147|IPR041616
CK_00000844,IPR001648|IPR018275
CK_00000845,IPR001900|IPR022966
CK_00000846,IPR014758|IPR015413|IPR041872
CK_00000847,IPR021325
CK_00000848,IPR003203
CK_00000849,IPR001537
CK_00000851,IPR006439|IPR041492
CK_00000852,IPR005358
CK_00000853,IPR021374
CK_00000854,IPR002510|IPR045569|IPR045570
CK_00000855,IPR002510|IPR045569|IPR045570
CK_00000856,IPR002376|IPR005793|IPR005794
CK_00000857,IPR001650|IPR003711|IPR004576|IPR005118|IPR011545|IPR014001|IPR041471
CK_00000858,IPR004588
CK_00000859,IPR005122|IPR005273
CK_00000860,IPR005770|IPR030836
CK_00000861,IPR000515
CK_00000862,IPR002794
CK_00000863,IPR006700|IPR046886|IPR046887
CK_00000864,IPR021920
CK_00000865,IPR000795|IPR004548|IPR005225|IPR031157|IPR032090|IPR053905
CK_00000866,IPR041698
CK_00000867,IPR013345
CK_00000868,IPR000620
CK_00000869,IPR003495|IPR011629|IPR012824
CK_00000870,IPR005765
CK_00000871,IPR000581|IPR004404|IPR020558
CK_00000873,IPR013857
CK_00000874,IPR005900|IPR006148
CK_00000875,IPR006113|IPR006114|IPR006115|IPR006184
CK_00000876,IPR005835|IPR005836|IPR011831
CK_00000877,IPR000343|IPR006151|IPR015895|IPR015896|IPR018214
CK_00000878,IPR004464
CK_00000879,IPR000056|IPR026019
CK_00000880,IPR002541|IPR017562
CK_00000881,IPR005495
CK_00000882,IPR005500
CK_00000883,IPR000640|IPR000795|IPR004161|IPR005225|IPR006298|IPR031157|IPR048876
CK_00000884,IPR003709
CK_00000885,IPR002938|IPR010253|IPR011774|IPR011777
CK_00000886,IPR006194|IPR015944
CK_00000887,IPR005117|IPR006066|IPR006067|IPR011787
CK_00000888,IPR000755
CK_00000889,IPR001650|IPR004609|IPR011545|IPR014001|IPR033454|IPR045562
CK_00000890,IPR001816|IPR014039|IPR018101
CK_00000891,IPR001865|IPR005706|IPR018130
CK_00000892,IPR001173
CK_00000894,IPR009249
CK_00000895,IPR001431|IPR007863|IPR011765
CK_00000896,IPR007863|IPR011765
CK_00000897,IPR021495
CK_00000898,IPR001872
CK_00000899,IPR005225|IPR006073|IPR021147
CK_00000900,IPR002129
CK_00000901,IPR002125|IPR016192|IPR028883
CK_00000902,IPR000192|IPR020578
CK_00000903,IPR041698
CK_00000904,IPR003594
CK_00000905,IPR008629
CK_00000906,IPR001763|IPR017582
CK_00000907,IPR005610
CK_00000908,IPR002549
CK_00000909,IPR005665|IPR022646|IPR048634
CK_00000910,IPR005791|IPR022645|IPR022646|IPR048631|IPR048634|IPR054384
CK_00000911,IPR005475|IPR033248
CK_00000913,IPR004424|IPR006204|IPR013750
CK_00000914,IPR001737|IPR011530|IPR020596
CK_00000915,IPR001646
CK_00000917,IPR015927
CK_00000918,IPR001126|IPR017961|IPR025188
CK_00000919,IPR006127
CK_00000920,IPR000445|IPR003265|IPR004036|IPR005759
CK_00000922,IPR007263
CK_00000923,IPR001911|IPR018278
CK_00000924,IPR016040
CK_00000925,IPR021147
CK_00000927,IPR002305|IPR002306
CK_00000928,IPR002314|IPR002320|IPR004095|IPR004154|IPR006195|IPR012947
CK_00000929,IPR014953
CK_00000930,IPR003836
CK_00000931,IPR000870|IPR006203|IPR006204|IPR013750
CK_00000932,IPR001567|IPR045666
CK_00000933,IPR006156|IPR006157
CK_00000934,IPR007452
CK_00000935,IPR019664
CK_00000937,IPR000383|IPR005674|IPR013736
CK_00000938,IPR004193|IPR006047|IPR006048|IPR006407|IPR054169
CK_00000939,IPR000257|IPR006361
CK_00000940,IPR001509
CK_00000941,IPR007115
CK_00000942,IPR002496|IPR008179|IPR021130
CK_00000943,IPR018706
CK_00000944,IPR005545
CK_00000945,IPR002028|IPR018204
CK_00000947,IPR019654
CK_00000948,IPR004099|IPR012999|IPR023753
CK_00000949,IPR004045
CK_00000950,IPR001957|IPR013159|IPR013317|IPR018312|IPR024633
CK_00000951,IPR018641
CK_00000952,IPR001173|IPR026461
CK_00000953,IPR000182
CK_00000954,IPR013820|IPR018198
CK_00000955,IPR001279|IPR017782|IPR032282
CK_00000956,IPR002481
CK_00000957,IPR007197|IPR024521|IPR026351
CK_00000959,IPR010349
CK_00000960,IPR004394
CK_00000961,IPR021751
CK_00000962,IPR005479|IPR005480|IPR006275|IPR011607|IPR011761
CK_00000963,IPR021809
CK_00000965,IPR000652|IPR020861
CK_00000966,IPR000489|IPR006390
CK_00000967,IPR000846|IPR022663|IPR022664|IPR023940
CK_00000969,IPR022796
CK_00000970,IPR002938
CK_00000971,IPR000836|IPR005764
CK_00000972,IPR021399
CK_00000973,IPR010342
CK_00000974,IPR003850
CK_00000975,IPR010075
CK_00000976,IPR000771|IPR006412
CK_00000977,IPR000683|IPR004104
CK_00000978,IPR000438|IPR011762|IPR034733|IPR041010
CK_00000979,IPR006082|IPR006083
CK_00000980,IPR004429|IPR019818|IPR024084
CK_00000981,IPR001451|IPR007691|IPR020573
CK_00000982,IPR001048|IPR002478|IPR005715|IPR019797
CK_00000983,IPR010021
CK_00000984,IPR022203
CK_00000985,IPR005227
CK_00000987,IPR013766|IPR048069
CK_00000988,IPR022552
CK_00000989,IPR006062|IPR006063
CK_00000990,IPR001509
CK_00000991,IPR000462|IPR004570|IPR048254
CK_00000992,IPR032801
CK_00000993,IPR003594|IPR003661|IPR005467|IPR011649
CK_00000994,IPR005031
CK_00000995,IPR001433|IPR008213|IPR008333|IPR017927
CK_00000996,IPR001282|IPR019796|IPR022674|IPR022675
CK_00000997,IPR046801|IPR046802
CK_00000998,IPR002586|IPR004484|IPR011698
CK_00000999,IPR003832
CK_00001000,IPR000092|IPR033749|IPR053378
CK_00001001,IPR020630|IPR020631|IPR020867
CK_00001002,IPR006674|IPR006675|IPR011621|IPR011624
CK_00001003,IPR000891|IPR002034|IPR005671|IPR013709
CK_00001004,IPR004300|IPR015293
CK_00001005,IPR001093|IPR005992
CK_00001006,IPR002052|IPR004398
CK_00001007,IPR009056
CK_00001008,IPR001537|IPR004384
CK_00001009,IPR000523|IPR011775|IPR041628
CK_00001010,IPR002176|IPR020563
CK_00001011,IPR002698
CK_00001012,IPR003808
CK_00001013,IPR001342|IPR002912|IPR005106|IPR019811
CK_00001014,IPR000914
CK_00001015,IPR000515|IPR045621
CK_00001016,IPR000073|IPR010802
CK_00001017,IPR004095|IPR004396|IPR006073|IPR013029|IPR031167
CK_00001018,IPR006143|IPR032317|IPR043602
CK_00001019,IPR001098|IPR002562|IPR018320|IPR020045|IPR020046
CK_00001020,IPR003821|IPR013512|IPR013644|IPR026877
CK_00001021,IPR000073
CK_00001022,IPR034300
CK_00001023,IPR024605
CK_00001024,IPR007698|IPR007886|IPR008143
CK_00001025,IPR004368|IPR006196
CK_00001026,IPR016040
CK_00001027,IPR000073
CK_00001028,IPR002912|IPR004789|IPR019455
CK_00001029,IPR002130
CK_00001030,IPR003359
CK_00001031,IPR000932|IPR005869
CK_00001032,IPR003699
CK_00001033,IPR000089|IPR001078|IPR003016|IPR004167
CK_00001034,IPR021297
CK_00001035,IPR000873|IPR020845
CK_00001036,IPR000544|IPR004143|IPR020605
CK_00001037,IPR003489|IPR032528
CK_00001038,IPR011343
CK_00001039,IPR003717|IPR022572
CK_00001040,IPR001296|IPR028098
CK_00001041,IPR000878|IPR006364
CK_00001042,IPR000304|IPR028939|IPR029036|IPR053790
CK_00001043,IPR001608|IPR011078
CK_00001044,IPR021926
CK_00001045,IPR003339
CK_00001046,IPR005225|IPR006073|IPR016484|IPR031166|IPR032859
CK_00001047,IPR005677|IPR018951|IPR020557|IPR022761
CK_00001048,IPR001650|IPR011545|IPR012961|IPR014001
CK_00001049,IPR001917|IPR004839
CK_00001050,IPR004472
CK_00001051,IPR005814|IPR005815|IPR049704
CK_00001052,IPR001623|IPR018253
CK_00001053,IPR003682
CK_00001054,IPR023210
CK_00001055,IPR009666
CK_00001056,IPR000357
CK_00001057,IPR007197|IPR027492|IPR048641
CK_00001058,IPR022796
CK_00001059,IPR007066|IPR007081|IPR007083|IPR012756
CK_00001060,IPR000722|IPR007066|IPR007080|IPR012755
CK_00001061,IPR001130|IPR015991|IPR018228
CK_00001062,IPR002583
CK_00001063,IPR001692|IPR012131
CK_00001064,IPR028989
CK_00001065,IPR010213|IPR013735|IPR025249
CK_00001066,IPR007393
CK_00001067,IPR000178|IPR000795|IPR005225|IPR006847|IPR023115|IPR053905
CK_00001068,IPR000119|IPR020816
CK_00001069,IPR003453|IPR030802
CK_00001070,IPR021467
CK_00001071,IPR021437
CK_00001072,IPR003811
CK_00001073,IPR001754|IPR014732|IPR018089
CK_00001074,IPR002305|IPR002307
CK_00001075,IPR014954
CK_00001076,IPR000305
CK_00001077,IPR000819|IPR008283
CK_00001078,IPR002569
CK_00001079,IPR003835
CK_00001080,IPR001451|IPR010137|IPR029098
CK_00001081,IPR010084|IPR013114
CK_00001082,IPR004463
CK_00001083,IPR000184|IPR010827|IPR013686
CK_00001084,IPR001636|IPR018236|IPR028923
CK_00001085,IPR000115|IPR011761|IPR020559|IPR020560|IPR020561|IPR020562
CK_00001086,IPR010624|IPR013503|IPR014774
CK_00001087,IPR011649|IPR013474
CK_00001088,IPR001787|IPR018258|IPR028909
CK_00001089,IPR001684|IPR018261
CK_00001090,IPR002501|IPR014780|IPR032819
CK_00001091,IPR021705
CK_00001092,IPR013486|IPR013693
CK_00001093,IPR001279|IPR013471
CK_00001095,IPR004498
CK_00001097,IPR002942|IPR017506
CK_00001098,IPR004101|IPR005762|IPR013221|IPR018109
CK_00001099,IPR002740
CK_00001100,IPR014947
CK_00001101,IPR006110
CK_00001102,IPR013126|IPR018181
CK_00001103,IPR000836
CK_00001104,IPR005995|IPR006124|IPR011258
CK_00001106,IPR018369|IPR020818
CK_00001107,IPR000194|IPR004100|IPR005722|IPR020003
CK_00001108,IPR001469|IPR020546|IPR020547
CK_00001109,IPR006924
CK_00001110,IPR006438
CK_00001111,IPR000994|IPR001131|IPR007865
CK_00001112,IPR000644|IPR002550
CK_00001113,IPR004821
CK_00001114,IPR003010|IPR003694|IPR022310
CK_00001115,IPR021763
CK_00001116,IPR000131|IPR023632
CK_00001117,IPR000194|IPR000793|IPR004100|IPR005294|IPR020003
CK_00001118,IPR000711|IPR020781
CK_00001119,IPR002146
CK_00001120,IPR002146
CK_00001121,IPR002379|IPR005953|IPR020537
CK_00001122,IPR000568|IPR023011
CK_00001123,IPR006311
CK_00001124,IPR001182|IPR018365
CK_00001125,IPR003834
CK_00001126,IPR007816
CK_00001127,IPR016856|IPR029500
CK_00001128,IPR004769|IPR019468|IPR020557|IPR022761
CK_00001129,IPR000241|IPR002052|IPR004114|IPR053943
CK_00001130,IPR009937
CK_00001131,IPR003395|IPR010935|IPR011890
CK_00001132,IPR027275
CK_00001133,IPR003835
CK_00001134,IPR004549|IPR005479|IPR005481|IPR005482|IPR011761|IPR011764
CK_00001135,IPR003425
CK_00001136,IPR010004
CK_00001137,IPR003439|IPR011527|IPR017871
CK_00001138,IPR011146|IPR019808
CK_00001139,IPR000523|IPR004482|IPR025158
CK_00001140,IPR001375
CK_00001141,IPR000192|IPR010970|IPR020578
CK_00001142,IPR000825|IPR011542
CK_00001143,IPR003439|IPR010230|IPR017871
CK_00001144,IPR000825|IPR010231|IPR045595
CK_00001145,IPR005844|IPR005845|IPR005846|IPR016066
CK_00001146,IPR003959|IPR021886|IPR032423
CK_00001147,IPR010802
CK_00001148,IPR004619
CK_00001149,IPR002500|IPR004511
CK_00001150,IPR023753
CK_00001151,IPR003445
CK_00001152,IPR003148|IPR006037
CK_00001153,IPR012869
CK_00001156,IPR003439|IPR017871|IPR032781
CK_00001158,IPR021362
CK_00001159,IPR017039
CK_00001160,IPR006311|IPR017941
CK_00001161,IPR006368|IPR016040
CK_00001165,IPR000760
CK_00001166,IPR010290|IPR020846
CK_00001167,IPR021954
CK_00001168,IPR008470
CK_00001169,IPR018650
CK_00001170,IPR019656
CK_00001171,IPR000866|IPR013766
CK_00001173,IPR006218|IPR006269
CK_00001176,IPR030810
CK_00001177,IPR007820|IPR017516
CK_00001178,IPR046684
CK_00001179,IPR002376|IPR002912|IPR004810
CK_00001180,IPR007197|IPR045784
CK_00001181,IPR000312|IPR017459
CK_00001187,IPR005025
CK_00001189,IPR018639
CK_00001190,IPR021702
CK_00001191,IPR006680
CK_00001193,IPR021787
CK_00001194,IPR025698
CK_00001196,IPR005804
CK_00001197,IPR003785
CK_00001198,IPR019678
CK_00001199,IPR000887|IPR031338
CK_00001202,IPR007197|IPR018768|IPR023862|IPR045784
CK_00001203,IPR005545
CK_00001204,IPR008331|IPR009040
CK_00001205,IPR001854
CK_00001206,IPR023210
CK_00001208,IPR019595
CK_00001209,IPR006439
CK_00001211,IPR001650|IPR004589|IPR011545|IPR014001|IPR032284
CK_00001213,IPR001623|IPR002939|IPR018253
CK_00001214,IPR004360|IPR018146|IPR037523
CK_00001215,IPR003439|IPR017871|IPR032524|IPR032781
CK_00001216,IPR019275
CK_00001217,IPR005240
CK_00001219,IPR025246
CK_00001220,IPR008144|IPR008145|IPR017665|IPR020590
CK_00001223,IPR022791
CK_00001224,IPR001533
CK_00001225,IPR007263
CK_00001226,IPR021499
CK_00001227,IPR006504|IPR006660
CK_00001229,IPR007110
CK_00001231,IPR001533
CK_00001233,IPR008554
CK_00001234,IPR006231
CK_00001235,IPR003018
CK_00001237,IPR013685
CK_00001238,IPR013108
CK_00001240,IPR013099
CK_00001241,IPR024624
CK_00001242,IPR000182|IPR006464
CK_00001244,IPR001626
CK_00001245,IPR002830|IPR048304|IPR049381|IPR049383
CK_00001246,IPR006439|IPR041492
CK_00001248,IPR011701|IPR047769
CK_00001250,IPR002645|IPR003658
CK_00001251,IPR004843|IPR027629
CK_00001252,IPR003769
CK_00001253,IPR017896|IPR017900
CK_00001254,IPR001347|IPR005486|IPR005488
CK_00001255,IPR002792|IPR010280|IPR030390|IPR030391
CK_00001256,IPR002677
CK_00001257,IPR006083
CK_00001258,IPR007572
CK_00001259,IPR001667|IPR003156|IPR004610|IPR041122
CK_00001260,IPR003382|IPR004507
CK_00001261,IPR005496|IPR022493
CK_00001263,IPR000397
CK_00001264,IPR002347|IPR020904
CK_00001265,IPR002347
CK_00001271,IPR003742
CK_00001272,IPR002347
CK_00001273,IPR000600
CK_00001274,IPR000923|IPR002387|IPR028871
CK_00001275,IPR010652
CK_00001277,IPR012903|IPR023818
CK_00001278,IPR009056
CK_00001279,IPR002195|IPR004721|IPR006680
CK_00001280,IPR004481|IPR004837
CK_00001282,IPR012765
CK_00001284,IPR000277|IPR006235
CK_00001285,IPR033752
CK_00001287,IPR002762
CK_00001288,IPR000172|IPR007867
CK_00001289,IPR009631
CK_00001290,IPR021336
CK_00001292,IPR025569
CK_00001294,IPR012779|IPR014782|IPR024601|IPR035414|IPR045357
CK_00001296,IPR027785
CK_00001297,IPR045155
CK_00001298,IPR011701|IPR020846
CK_00001301,IPR005982|IPR008255|IPR013766|IPR023753
CK_00001302,IPR025714
CK_00001303,IPR014952
CK_00001304,IPR004652|IPR018517|IPR035587
CK_00001305,IPR000888
CK_00001306,IPR022742
CK_00001307,IPR013216
CK_00001308,IPR021489
CK_00001309,IPR001638|IPR026358
CK_00001310,IPR001412|IPR020058
CK_00001311,IPR001279
CK_00001312,IPR013216
CK_00001313,IPR022796
CK_00001314,IPR005338
CK_00001316,IPR003753|IPR020579|IPR025824
CK_00001317,IPR003686
CK_00001319,IPR010527
CK_00001320,IPR049213
CK_00001321,IPR001173|IPR019734
CK_00001324,IPR003342
CK_00001325,IPR003848
CK_00001326,IPR018971
CK_00001327,IPR004629
CK_00001329,IPR006311
CK_00001330,IPR005101|IPR006050|IPR018394
CK_00001331,IPR003372
CK_00001332,IPR000644|IPR001347|IPR004800
CK_00001333,IPR010023
CK_00001334,IPR001296
CK_00001335,IPR001173
CK_00001336,IPR004017|IPR017896|IPR017900
CK_00001337,IPR006094|IPR016166
CK_00001338,IPR000719
CK_00001339,IPR005532|IPR017806|IPR024775
CK_00001340,IPR019257|IPR035094
CK_00001341,IPR030812
CK_00001342,IPR006059
CK_00001343,IPR005804
CK_00001344,IPR003691
CK_00001345,IPR003646
CK_00001346,IPR007053
CK_00001351,IPR000330|IPR001650
CK_00001352,IPR001455
CK_00001353,IPR047709
CK_00001354,IPR000073
CK_00001355,IPR005117|IPR006067
CK_00001356,IPR001765|IPR006311|IPR015892
CK_00001357,IPR025841
CK_00001358,IPR005848|IPR006680|IPR011612|IPR017950|IPR017951|IPR029754
CK_00001359,IPR002019
CK_00001360,IPR002026
CK_00001361,IPR002669
CK_00001362,IPR004029|IPR007864
CK_00001363,IPR002639
CK_00001364,IPR003495|IPR004400
CK_00001365,IPR001851|IPR017779
CK_00001366,IPR001851|IPR017778
CK_00001367,IPR003439|IPR017781|IPR032823
CK_00001369,IPR006047
CK_00001370,IPR006379|IPR006381
CK_00001371,IPR019250
CK_00001374,IPR013978
CK_00001375,IPR007527
CK_00001376,IPR006115|IPR029154
CK_00001377,IPR006311
CK_00001378,IPR006145|IPR006224
CK_00001379,IPR002571|IPR021153
CK_00001381,IPR000602|IPR011682|IPR015341
CK_00001382,IPR003398
CK_00001383,IPR000189|IPR008258|IPR019734
CK_00001384,IPR002731
CK_00001385,IPR006007|IPR007016
CK_00001386,IPR013702|IPR019494
CK_00001388,IPR023753
CK_00001389,IPR018711
CK_00001390,IPR012318|IPR018335
CK_00001392,IPR045735
CK_00001393,IPR010404
CK_00001394,IPR009249
CK_00001395,IPR009249
CK_00001396,IPR004155
CK_00001397,IPR018536
CK_00001398,IPR032816
CK_00001399,IPR000836
CK_00001400,IPR003488|IPR041614
CK_00001401,IPR023943
CK_00001402,IPR001303|IPR017714
CK_00001403,IPR000649|IPR005251|IPR011559
CK_00001404,IPR006047|IPR032091
CK_00001405,IPR000182|IPR041496
CK_00001407,IPR003772
CK_00001408,IPR007157
CK_00001409,IPR004838|IPR004839
CK_00001410,IPR003729
CK_00001411,IPR007260
CK_00001413,IPR021420
CK_00001414,IPR022796
CK_00001415,IPR003331|IPR029767
CK_00001417,IPR004113|IPR006094|IPR016166
CK_00001420,IPR049516
CK_00001421,IPR002781
CK_00001422,IPR001516|IPR001750|IPR010217
CK_00001423,IPR010220
CK_00001424,IPR000792|IPR001789
CK_00001425,IPR014048
CK_00001427,IPR004477|IPR025405
CK_00001428,IPR025578
CK_00001429,IPR010903
CK_00001431,IPR003795
CK_00001433,IPR021734
CK_00001435,IPR019616
CK_00001436,IPR021373
CK_00001437,IPR001387
CK_00001438,IPR004474
CK_00001440,IPR005524
CK_00001441,IPR011112
CK_00001442,IPR023810
CK_00001443,IPR000086|IPR020084
CK_00001444,IPR007361
CK_00001445,IPR011440
CK_00001446,IPR001650|IPR011545|IPR013701|IPR014001|IPR026362|IPR045628
CK_00001447,IPR012308|IPR012309|IPR012310|IPR016059|IPR026333
CK_00001448,IPR026360
CK_00001450,IPR000515
CK_00001452,IPR007345|IPR019896
CK_00001453,IPR000515
CK_00001454,IPR000515
CK_00001455,IPR006059
CK_00001456,IPR001478|IPR007963|IPR040756|IPR041489
CK_00001458,IPR025480
CK_00001460,IPR005101|IPR007357
CK_00001461,IPR002347
CK_00001462,IPR021801
CK_00001463,IPR001711
CK_00001465,IPR007791
CK_00001466,IPR007621
CK_00001467,IPR004282
CK_00001468,IPR005372
CK_00001469,IPR005653
CK_00001470,IPR045511
CK_00001471,IPR002549
CK_00001472,IPR003509
CK_00001474,IPR004300
CK_00001475,IPR032808
CK_00001477,IPR037401
CK_00001478,IPR025567
CK_00001479,IPR024981
CK_00001480,IPR001818
CK_00001482,IPR020948
CK_00001484,IPR002575
CK_00001485,IPR008258
CK_00001486,IPR005123|IPR027450
CK_00001487,IPR004776
CK_00001488,IPR000515|IPR010065
CK_00001489,IPR001638
CK_00001490,IPR001684
CK_00001492,IPR002481
CK_00001493,IPR000644
CK_00001494,IPR004843|IPR026336
CK_00001496,IPR002937
CK_00001497,IPR022764
CK_00001498,IPR012903|IPR022516
CK_00001499,IPR000515
CK_00001500,IPR003683
CK_00001501,IPR021801
CK_00001503,IPR000175
CK_00001504,IPR001650|IPR006935|IPR014001
CK_00001505,IPR000748|IPR006145|IPR018496
CK_00001507,IPR002905
CK_00001508,IPR000277
CK_00001509,IPR000277
CK_00001510,IPR011701|IPR020846
CK_00001511,IPR007318
CK_00001512,IPR004313
CK_00001513,IPR005835|IPR005907
CK_00001516,IPR021375
CK_00001517,IPR001734
CK_00001518,IPR002876|IPR048300|IPR049083
CK_00001519,IPR006148|IPR018321
CK_00001520,IPR009056|IPR017851|IPR029490
CK_00001521,IPR007698|IPR007886|IPR008141
CK_00001522,IPR013217
CK_00001524,IPR018910
CK_00001525,IPR011659
CK_00001526,IPR022222
CK_00001527,IPR014075
CK_00001528,IPR018536
CK_00001530,IPR001650|IPR010225|IPR011545|IPR013689|IPR014001
CK_00001531,IPR003594|IPR003661|IPR005467
CK_00001532,IPR001845|IPR018334
CK_00001534,IPR006685|IPR006686|IPR049278
CK_00001536,IPR000172|IPR007867
CK_00001537,IPR025067
CK_00001539,IPR006096|IPR006097
CK_00001540,IPR005101
CK_00001542,IPR001296|IPR028098
CK_00001543,IPR001173
CK_00001544,IPR006879|IPR007267
CK_00001549,IPR002644
CK_00001550,IPR008797|IPR017487
CK_00001551,IPR000182
CK_00001552,IPR003712|IPR008076|IPR048564
CK_00001554,IPR002762
CK_00001555,IPR007296
CK_00001556,IPR003439|IPR017871
CK_00001557,IPR010390
CK_00001558,IPR010390
CK_00001561,IPR002068
CK_00001562,IPR022222
CK_00001563,IPR001992|IPR018076
CK_00001564,IPR001646
CK_00001565,IPR003669
CK_00001568,IPR003744
CK_00001569,IPR014943
CK_00001570,IPR004155
CK_00001571,IPR004155
CK_00001572,IPR010404
CK_00001573,IPR006016
CK_00001574,IPR006076|IPR031656
CK_00001575,IPR018483|IPR018484|IPR018485
CK_00001576,IPR006047
CK_00001580,IPR012441
CK_00001582,IPR032808
CK_00001583,IPR001041
CK_00001584,IPR005101|IPR006050
CK_00001585,IPR041698
CK_00001586,IPR014946
CK_00001587,IPR000470|IPR003959|IPR041627
CK_00001590,IPR001296|IPR028098
CK_00001591,IPR008769
CK_00001592,IPR018536
CK_00001593,IPR001867
CK_00001595,IPR007138
CK_00001596,IPR002937
CK_00001600,IPR006127
CK_00001604,IPR002937
CK_00001606,IPR000595|IPR012318
