SeqCluster,Pfam_result
CK_00046215,PF00294
CK_00046243,PF12869
CK_00046249,PF13378
CK_00046262,PF00563
CK_00046263,PF13086|PF13087|PF13091
CK_00046272,PF09367
CK_00046275,PF01695
CK_00046305,PF04542
CK_00046311,PF01934
CK_00046316,PF13489
CK_00046318,PF01545
CK_00046319,PF09601
CK_00046323,PF00504
CK_00046345,PF02002
CK_00046346,PF02452
CK_00046353,PF00534
CK_00046357,PF00534
CK_00046359,PF01744
CK_00046363,PF03567
CK_00046368,PF08273|PF19898
CK_00046379,PF22769
CK_00046387,PF00239
CK_00046391,PF10609
CK_00046400,PF07045
CK_00046403,PF07864
CK_00046423,PF13202
CK_00046436,PF10989
CK_00046445,PF01757
CK_00046459,PF07885|PF17655
CK_00046462,PF09037
CK_00046471,PF13148
CK_00046512,PF03330
CK_00046514,PF01609|PF05598
CK_00046516,PF13432
CK_00046547,PF10693
CK_00046550,PF07864
CK_00046554,PF01527
CK_00046561,PF05045|PF13692
CK_00046579,PF01551
CK_00046597,PF18818
CK_00046601,PF13581
CK_00046605,PF13946
CK_00046612,PF10999
CK_00046621,PF01266
CK_00046623,PF07040
CK_00046627,PF02656
CK_00046636,PF12849
CK_00046648,PF09948
CK_00046652,PF01636
CK_00046654,PF08241
CK_00046689,PF00543
CK_00046691,PF03600
CK_00046707,PF00535
CK_00046711,PF07862
CK_00046713,PF00581
CK_00046717,PF01744
CK_00046740,PF00805|PF13599
CK_00046745,PF01425
CK_00046746,PF08857
CK_00046754,PF04230
CK_00046756,PF08660
CK_00046758,PF00535
CK_00046763,PF01939
CK_00046776,PF10263
CK_00046803,PF13250|PF13455
CK_00046807,PF02245
CK_00046808,PF00353
CK_00046810,PF16363
CK_00046813,PF03372
CK_00046814,PF10544
CK_00046830,PF00353
CK_00046835,PF05685
CK_00046839,PF01510
CK_00046841,PF08843
CK_00046843,PF08843
CK_00046866,PF00535
CK_00046888,PF13470
CK_00046910,PF09865
CK_00046912,PF00999|PF02080|PF02254
CK_00046914,PF02080|PF02254
CK_00046923,PF01545|PF16916
CK_00046926,PF00210
CK_00046938,PF01149|PF06831
CK_00046957,PF03358
CK_00046958,PF07862
CK_00046965,PF00535
CK_00047000,PF20155
CK_00047007,PF13414
CK_00047010,PF00239|PF07508
CK_00047015,PF00903
CK_00047020,PF00059|PF07963
CK_00047057,PF00027|PF02517
CK_00047059,PF07862
CK_00047060,PF05869
CK_00047062,PF11026
CK_00047075,PF07885
CK_00047087,PF02348
CK_00047088,PF14105
CK_00047101,PF13450
CK_00047128,PF07238
CK_00047139,PF08808
CK_00047140,PF13469
CK_00047142,PF07864
CK_00047160,PF07963
CK_00047175,PF00589
CK_00047192,PF08706|PF19263
CK_00047193,PF13365
CK_00047195,PF02779|PF02780|PF13292
CK_00047203,PF11964
CK_00047214,PF00353
CK_00047220,PF05724
CK_00047230,PF03567
CK_00047231,PF13808
CK_00047248,PF00483
CK_00047252,PF04365
CK_00047263,PF15919
CK_00047280,PF13489
CK_00047297,PF03781|PF05345
CK_00047302,PF00294|PF01467
CK_00047304,PF06742|PF06863
CK_00047307,PF03008
CK_00047311,PF00561
CK_00047318,PF09722|PF20432
CK_00047320,PF02545
CK_00047322,PF12728
CK_00047333,PF01557|PF10370
CK_00047336,PF02617
CK_00047342,PF16576
CK_00047343,PF07878
CK_00047349,PF06769
CK_00047354,PF13505
CK_00047365,PF07940
CK_00047366,PF07864
CK_00047370,PF07784
CK_00047374,PF00353
CK_00047387,PF08241
CK_00047401,PF00999
CK_00047406,PF20473
CK_00047414,PF08837
CK_00047429,PF01531
CK_00047432,PF14105
CK_00047434,PF00353|PF13946
CK_00047437,PF07705
CK_00047438,PF01370
CK_00047457,PF01850
CK_00047460,PF13578
CK_00047478,PF10929
CK_00047482,PF20434
CK_00047495,PF13449
CK_00047510,PF04577
CK_00047574,PF00589
CK_00047592,PF11139
CK_00047599,PF00872
CK_00047601,PF02672
CK_00047622,PF04187|PF13180
CK_00047626,PF00535
CK_00047638,PF00565
CK_00047640,PF13481
CK_00047649,PF00270|PF00271
CK_00047652,PF02545
CK_00047655,PF13011|PF13683
CK_00047666,PF04321
CK_00047669,PF13469
CK_00047679,PF00903
CK_00047680,PF00027
CK_00047683,PF13847
CK_00047685,PF13437|PF13533
CK_00047711,PF13738
CK_00047743,PF13411
CK_00047758,PF07864
CK_00047772,PF01450
CK_00047802,PF00534
CK_00047814,PF09019
CK_00047824,PF18765
CK_00047827,PF00589
CK_00047842,PF05019
CK_00047847,PF00535
CK_00047857,PF13588
CK_00047859,PF01757
CK_00047861,PF00852
CK_00047869,PF01555
CK_00047871,PF21716
CK_00047885,PF07862
CK_00047899,PF00860
CK_00047928,PF00353
CK_00047948,PF09864
CK_00047961,PF08241
CK_00047965,PF08007
CK_00047969,PF05019
CK_00047973,PF07690
CK_00047975,PF06325|PF13181
CK_00047981,PF04226
CK_00048015,PF08795
CK_00048017,PF09836
CK_00048038,PF00059|PF07963
CK_00048040,PF13414
CK_00048091,PF13495
CK_00048116,PF00528
CK_00048120,PF18765
CK_00048136,PF02321
CK_00048140,PF05721
CK_00048141,PF17784
CK_00048142,PF03992
CK_00048145,PF01593
CK_00048149,PF13302
CK_00048151,PF03976
CK_00048153,PF16576
CK_00048154,PF02646
CK_00048159,PF01402
CK_00048171,PF07784
CK_00048180,PF09900
CK_00048196,PF03641
CK_00048197,PF20045
CK_00048203,PF02563|PF10531
CK_00048204,PF05019
CK_00048222,PF14250
CK_00048224,PF05899
CK_00048254,PF07812
CK_00048255,PF02624
CK_00048265,PF00805
CK_00048273,PF07927
CK_00048286,PF07883
CK_00048295,PF00353
CK_00048311,PF01450
CK_00048321,PF13621
CK_00048336,PF17784
CK_00048344,PF04471|PF14338
CK_00048347,PF13416
CK_00048351,PF19662
CK_00048364,PF01738
CK_00048368,PF00903
CK_00048370,PF12728
CK_00048375,PF00665|PF01527|PF13276
CK_00048376,PF02348
CK_00048381,PF00483
CK_00048385,PF14105
CK_00048391,PF04055|PF13186
CK_00048403,PF00535
CK_00048406,PF07864
CK_00048422,PF09499
CK_00048425,PF00903
CK_00048427,PF01839|PF07732
CK_00048431,PF00353
CK_00048438,PF00999
CK_00048442,PF02545
CK_00048448,PF00490
CK_00048451,PF13413
CK_00048456,PF00535
CK_00048464,PF13640
CK_00048468,PF13649
CK_00048470,PF07690
CK_00048474,PF14236
CK_00048476,PF04313|PF11867|PF18766|PF22679
CK_00048480,PF13561
CK_00048481,PF08241
CK_00048486,PF00551
CK_00048496,PF13202
CK_00048511,PF00149
CK_00048513,PF09721
CK_00048514,PF11266
CK_00048517,PF04909
CK_00048523,PF04228
CK_00048525,PF10929
CK_00048533,PF05402
CK_00048551,PF01979
CK_00048552,PF02310|PF04055
CK_00048553,PF01850
CK_00048560,PF02585
CK_00048562,PF00188
CK_00048563,PF00534
CK_00048566,PF04724
CK_00048588,PF00027|PF00924|PF21082
CK_00048598,PF18406
CK_00048606,PF00676
CK_00048608,PF01227
CK_00048611,PF12680
CK_00048620,PF13091
CK_00048624,PF02604
CK_00048631,PF01209
CK_00048634,PF12869
CK_00048672,PF01797
CK_00048676,PF03796
CK_00048679,PF07082
CK_00048689,PF04072
CK_00048691,PF00027|PF21926
CK_00048707,PF00589|PF13495
CK_00048708,PF05168
CK_00048721,PF14159
CK_00048734,PF07878
CK_00048735,PF13302|PF13380|PF13549|PF13607|PF19045
CK_00048739,PF00795
CK_00048741,PF13306
CK_00048755,PF01420
CK_00048757,PF04055|PF13186
CK_00048768,PF00294
CK_00048775,PF07386
CK_00048782,PF00916
CK_00048783,PF00504
CK_00048796,PF07168|PF07857
CK_00048800,PF00196
CK_00048813,PF00005
CK_00048815,PF13946
CK_00048823,PF04820
CK_00048842,PF07864
CK_00048846,PF01402
CK_00048848,PF01797
CK_00048868,PF07238
CK_00048885,PF00072|PF00196
CK_00048888,PF05019
CK_00048890,PF19480
CK_00048918,PF00483
CK_00048945,PF05159
CK_00048969,PF05154
CK_00048974,PF14488
CK_00049039,PF00353
CK_00049043,PF04488
CK_00049048,PF00999
CK_00049098,PF01149
CK_00049104,PF04138
CK_00049108,PF13946
CK_00049122,PF02672
CK_00049131,PF01633
CK_00049155,PF07864
CK_00049168,PF02683
CK_00049185,PF07864
CK_00049188,PF21983
CK_00049191,PF00535
CK_00049199,PF07864
CK_00049205,PF00852
CK_00049230,PF00534
CK_00049233,PF00534
CK_00049246,PF01594
CK_00049249,PF11371
CK_00049251,PF00589
CK_00049271,PF02567
CK_00049276,PF00561
CK_00049287,PF22513
CK_00049295,PF10929
CK_00049309,PF00353
CK_00049310,PF00589|PF13356
CK_00049314,PF21810
CK_00049316,PF21810
CK_00049317,PF05016
CK_00049318,PF04851|PF22548
CK_00049327,PF05050
CK_00049332,PF13524
CK_00049334,PF13524
CK_00049342,PF00805
CK_00049348,PF01555
CK_00049349,PF07963
CK_00049353,PF07862
CK_00049356,PF05598
CK_00049357,PF07940|PF16889
CK_00049366,PF05050
CK_00049386,PF01909
CK_00049389,PF09957
CK_00049411,PF00565
CK_00049415,PF13469
CK_00049420,PF02672
CK_00049421,PF13437|PF13533
CK_00049422,PF17886
CK_00049424,PF14105
CK_00049428,PF13440
CK_00049429,PF00465
CK_00049430,PF13946
CK_00049432,PF01609|PF05598
CK_00049435,PF13946
CK_00049438,PF04230
CK_00049445,PF01844
CK_00049459,PF00353|PF08548
CK_00049461,PF02661
CK_00049474,PF00580|PF13361
CK_00049478,PF13470
CK_00049479,PF11302
CK_00049492,PF13409
CK_00049497,PF09562
CK_00049499,PF13411
CK_00049505,PF20102
CK_00049506,PF04230
CK_00049512,PF13946
CK_00049514,PF07804|PF13657
CK_00049515,PF13560
CK_00049524,PF16576
CK_00049528,PF00122|PF00689|PF00690|PF00702
CK_00049533,PF09851
CK_00049534,PF00561
CK_00049553,PF01795
CK_00049558,PF13621
CK_00049585,PF08241
CK_00049587,PF02696
CK_00049590,PF00654
CK_00049598,PF13561
CK_00049600,PF08774
CK_00049602,PF03734
CK_00049636,PF02734
CK_00049653,PF03610
CK_00049656,PF00381
CK_00049658,PF00391|PF02896|PF05524
CK_00049663,PF12951
CK_00049682,PF07864
CK_00049685,PF02321
CK_00049690,PF13414
CK_00049693,PF04230
CK_00049694,PF07864
CK_00049705,PF00583
CK_00049706,PF08889
CK_00049708,PF04586
CK_00049721,PF13437
CK_00049742,PF19662
CK_00049746,PF12707
CK_00049747,PF13946
CK_00049749,PF13946
CK_00049751,PF13102
CK_00049757,PF12728
CK_00049774,PF02794
CK_00049800,PF07864
CK_00049809,PF00072|PF04397
CK_00049813,PF17954
CK_00049821,PF06026
CK_00049822,PF04116
CK_00049824,PF07883
CK_00049846,PF00480
CK_00049847,PF20240
CK_00049849,PF13649
CK_00049855,PF13289
CK_00049859,PF13614
CK_00049863,PF02624
CK_00049878,PF00782
CK_00049881,PF01841|PF08379
CK_00049887,PF02604
CK_00049889,PF11302
CK_00049892,PF11302
CK_00049893,PF13175|PF13304
CK_00049898,PF00583
CK_00049912,PF00535
CK_00049914,PF07969
CK_00049926,PF00535
CK_00049927,PF00795
CK_00049930,PF02321
CK_00049937,PF02069
CK_00049946,PF13847
CK_00049974,PF12728
CK_00049978,PF00589
CK_00049980,PF09995
CK_00049981,PF01121
CK_00049984,PF00353|PF08548|PF09362
CK_00049985,PF03567
CK_00049986,PF13575
CK_00049989,PF12518
CK_00049990,PF07864
CK_00049993,PF00989|PF00990|PF07689
CK_00050002,PF07862
CK_00050010,PF00486
CK_00050011,PF01327
CK_00050014,PF07045
CK_00050022,PF02452
CK_00050033,PF19866
CK_00050052,PF13847
CK_00050063,PF00353
CK_00050069,PF01425
CK_00050070,PF13578
CK_00050081,PF03734
CK_00050083,PF04098
CK_00050087,PF00893
CK_00050089,PF13091
CK_00050096,PF01844|PF03235
CK_00050108,PF21831
CK_00050109,PF05154
CK_00050111,PF00664
CK_00050116,PF07876
CK_00050125,PF07992
CK_00050127,PF07862
CK_00050131,PF00122|PF00689|PF00690|PF13246
CK_00050136,PF05419
CK_00050139,PF11302
CK_00050140,PF13283
CK_00050160,PF03567
CK_00050161,PF13437|PF13533
CK_00050167,PF12146
CK_00050168,PF14218
CK_00050170,PF04193
CK_00050179,PF02470
CK_00050211,PF21977
CK_00050213,PF00534
CK_00050218,PF00515
CK_00050222,PF07862
CK_00050241,PF00353|PF13946
CK_00050243,PF01068|PF05406
CK_00050255,PF09720
CK_00050256,PF06742|PF06863
CK_00050260,PF01850
CK_00050261,PF04765
CK_00050281,PF00534
CK_00050293,PF00805|PF18197
CK_00050310,PF13577
CK_00050313,PF12796
CK_00050316,PF12680
CK_00050319,PF00732|PF05199|PF13450
CK_00050321,PF13692
CK_00050337,PF06863
CK_00050338,PF09832
CK_00050346,PF12728
CK_00050347,PF16316
CK_00050348,PF00353
CK_00050354,PF11302
CK_00050358,PF07110
CK_00050363,PF00211
CK_00050366,PF00211
CK_00050371,PF08857
CK_00050373,PF09359
CK_00050381,PF00391
CK_00050399,PF02348
CK_00050401,PF00059|PF07963
CK_00050403,PF16576
CK_00050408,PF03330
CK_00050412,PF00239
CK_00050423,PF02482
CK_00050439,PF06742
CK_00050456,PF08808
CK_00050467,PF01757
CK_00050475,PF11833
CK_00050481,PF01701
CK_00050484,PF05272
CK_00050489,PF07862
CK_00050492,PF08332
CK_00050531,PF01297
CK_00050540,PF00733
CK_00050563,PF00732|PF05199
CK_00050565,PF13469
CK_00050593,PF13469
CK_00050639,PF00353
CK_00050642,PF13355
CK_00050658,PF00107|PF08240
CK_00050660,PF00534
CK_00050664,PF13578
CK_00050696,PF13432|PF13524
CK_00050697,PF03629
CK_00050707,PF07862
CK_00050708,PF07508
CK_00050711,PF07963
CK_00050723,PF00353
CK_00050738,PF12518
CK_00050739,PF13411
CK_00050740,PF01594
CK_00050744,PF02535
CK_00050747,PF13586
CK_00050749,PF14105
CK_00050750,PF13413
CK_00050756,PF05019
CK_00050773,PF12161
CK_00050776,PF03567
CK_00050777,PF11867
CK_00050779,PF00583|PF07883
CK_00050780,PF03992
CK_00050793,PF01531
CK_00050805,PF07878
CK_00050808,PF00155
CK_00050810,PF09876
CK_00050815,PF00353
CK_00050819,PF02611
CK_00050830,PF00924
CK_00050841,PF00027
CK_00050877,PF05901
CK_00050888,PF01501
CK_00050892,PF01841
CK_00050896,PF20604
CK_00050904,PF00575
CK_00050907,PF13676
CK_00050908,PF07963
CK_00050912,PF18919
CK_00050924,PF13302
CK_00050947,PF12724
CK_00051000,PF07862
CK_00051023,PF20308
CK_00051031,PF13289|PF13676
CK_00051035,PF00959|PF20703
CK_00051038,PF10431
CK_00051063,PF05685
CK_00051069,PF02638
CK_00051085,PF00535
CK_00051102,PF01850
CK_00051105,PF00535
CK_00051125,PF07238
CK_00051132,PF13477
CK_00051135,PF01266
CK_00051157,PF00288|PF08544
CK_00051167,PF05598
CK_00051170,PF13946
CK_00051186,PF01370
CK_00051189,PF04296
CK_00051206,PF16363
CK_00051232,PF14520
CK_00051233,PF00534
CK_00051239,PF02518|PF09664
CK_00051245,PF01493
CK_00051247,PF13264
CK_00051262,PF00162
CK_00051279,PF04966
CK_00051284,PF13426
CK_00051291,PF07862
CK_00051293,PF07862
CK_00051308,PF14216
CK_00051322,PF01656
CK_00051327,PF13537
CK_00051333,PF07704
CK_00051353,PF01648
CK_00051354,PF04041
CK_00051359,PF20408
CK_00051362,PF03102|PF08666
CK_00051364,PF00118
CK_00051367,PF00553|PF00704
CK_00051374,PF10517
CK_00051379,PF00348
CK_00051394,PF09722|PF20432
CK_00051397,PF00132|PF14602
CK_00051405,PF10686
CK_00051413,PF13578
CK_00051415,PF00353
CK_00051418,PF00520
CK_00051428,PF00027
CK_00051429,PF07963
CK_00051440,PF07705
CK_00051448,PF01497
CK_00051458,PF08780
CK_00051465,PF07864
CK_00051467,PF11211
CK_00051469,PF02082
CK_00051473,PF13302
CK_00051482,PF07862
CK_00051504,PF13515
CK_00051518,PF01124
CK_00051519,PF04966
CK_00051520,PF11384
CK_00051525,PF01527
CK_00051534,PF11159
CK_00051551,PF13650
CK_00051556,PF02416
CK_00051572,PF05050
CK_00051576,PF13481
CK_00051584,PF00462|PF03479
CK_00051587,PF09940|PF16221|PF16254
CK_00051592,PF01939
CK_00051602,PF13469
CK_00051603,PF01531
CK_00051606,PF13231
CK_00051608,PF07963
CK_00051610,PF03544
CK_00051620,PF00127
CK_00051627,PF03567
CK_00051637,PF03330
CK_00051638,PF00583
CK_00051660,PF13847
CK_00051667,PF08421|PF08484|PF13489
CK_00051684,PF07313
CK_00051688,PF09768
CK_00051691,PF01850
CK_00051694,PF02733|PF02734
CK_00051698,PF00561
CK_00051726,PF13469
CK_00051728,PF00535
CK_00051747,PF02384|PF12161
CK_00051749,PF07878
CK_00051764,PF03781
CK_00051775,PF03625
CK_00051778,PF00990
CK_00051788,PF07043
CK_00051789,PF22483
CK_00051790,PF07238
CK_00051792,PF18914
CK_00051793,PF05721
CK_00051811,PF01565
CK_00051815,PF07963
CK_00051819,PF02245
CK_00051820,PF07963
CK_00051822,PF18480
CK_00051829,PF01381
CK_00051838,PF13191
CK_00051840,PF13515
CK_00051843,PF03372
CK_00051852,PF00353|PF13946
CK_00051855,PF16734
CK_00051870,PF01757|PF19040
CK_00051872,PF13505
CK_00051874,PF20522
CK_00051881,PF00144
CK_00051882,PF00535
CK_00051888,PF13692
CK_00051894,PF02535
CK_00051899,PF00733
CK_00051907,PF09957
CK_00051921,PF00723|PF19292
CK_00051930,PF00149
CK_00051940,PF01653
CK_00051956,PF14231|PF14232
CK_00051963,PF00924|PF21082
CK_00051976,PF11833
CK_00051983,PF03567
CK_00051987,PF00425
CK_00052032,PF10989
CK_00052085,PF14110
CK_00052094,PF00239
CK_00052121,PF12058
CK_00052130,PF07862
CK_00052161,PF02525
CK_00052168,PF01797
CK_00052181,PF00082
CK_00052200,PF07864
CK_00052246,PF00515|PF13181
CK_00052254,PF09851|PF14470
CK_00052264,PF00353
CK_00052309,PF00353|PF13946
CK_00052340,PF08309|PF13753
CK_00052342,PF11334
CK_00052343,PF00543
CK_00052344,PF00056|PF02866
CK_00052345,PF00484
CK_00052346,PF19307
CK_00052350,PF13231
CK_00052351,PF03102
CK_00052366,PF00581
CK_00052368,PF13230
CK_00052370,PF00561
CK_00052372,PF00581
CK_00052384,PF05159
CK_00052393,PF03016
CK_00052397,PF04055
CK_00052409,PF05401
CK_00052410,PF00535
CK_00052411,PF00534
CK_00052413,PF00534
CK_00052423,PF13358
CK_00052425,PF13551|PF13592
CK_00052426,PF00534
CK_00052432,PF02245
CK_00052434,PF03992
CK_00052437,PF04095|PF18127
CK_00052440,PF00293|PF01467
CK_00052445,PF00534
CK_00052458,PF20102
CK_00052462,PF06271
CK_00052484,PF13649
CK_00052489,PF13531
CK_00052490,PF00149
CK_00052491,PF13416|PF13519
CK_00052500,PF00353|PF02872
CK_00052532,PF10009
CK_00052546,PF00196
CK_00052552,PF03073
CK_00052555,PF07690
CK_00052561,PF13474
CK_00052564,PF02321
CK_00052570,PF09335
CK_00052573,PF00999
CK_00052576,PF00551
CK_00052579,PF01522|PF14883
CK_00052589,PF00501
CK_00052591,PF13481
CK_00052593,PF00353|PF07483
CK_00052600,PF00924|PF21082
CK_00052616,PF04488
CK_00052618,PF13673
CK_00052620,PF01841|PF08379
CK_00052648,PF06835
CK_00052663,PF02540
CK_00052680,PF00324
CK_00052682,PF18306
CK_00052683,PF01381
CK_00052697,PF08681
CK_00052711,PF00072
CK_00052723,PF14218
CK_00052730,PF08241
CK_00052734,PF00856
CK_00052736,PF00685|PF13469
CK_00052748,PF13643
CK_00052750,PF03235
CK_00052753,PF07862
CK_00052754,PF00685
CK_00052758,PF13437
CK_00052763,PF03781
CK_00052791,PF03797
CK_00052811,PF00534
CK_00052813,PF01761
CK_00052834,PF04248
CK_00052849,PF00353
CK_00052868,PF01501
CK_00052917,PF01761
CK_00052981,PF00535
CK_00053064,PF11302
CK_00053069,PF00353
CK_00053073,PF04294
CK_00053083,PF03412
CK_00053085,PF13192
CK_00053087,PF03773
CK_00053090,PF07878
CK_00053103,PF00696
CK_00053112,PF01531
CK_00053154,PF17201
CK_00053184,PF01370
CK_00053186,PF04365
CK_00053193,PF01381
CK_00053197,PF05175
CK_00053203,PF00486
CK_00053206,PF11964
CK_00053208,PF12680
CK_00053222,PF13524
CK_00053230,PF01408
CK_00053231,PF04321
CK_00053233,PF13469
CK_00053235,PF04321
CK_00053268,PF10989
CK_00053269,PF07862
CK_00053282,PF14373
CK_00053299,PF07931
CK_00053318,PF00056
CK_00053319,PF07864
CK_00053333,PF04055|PF13186
CK_00053344,PF01773|PF07662|PF07670
CK_00053354,PF02129|PF08530
CK_00053363,PF05168
CK_00053364,PF01909
CK_00053371,PF11845
CK_00053375,PF12891
CK_00053387,PF01695
CK_00053391,PF13304
CK_00053397,PF07731
CK_00053414,PF01943|PF14667
CK_00053427,PF14487
CK_00053431,PF01844|PF18780
CK_00053432,PF01661
CK_00053437,PF07862
CK_00053466,PF01734
CK_00053482,PF04313|PF18766|PF22679
CK_00053483,PF02384
CK_00053489,PF01957
CK_00053501,PF02553
CK_00053507,PF02361
CK_00053510,PF01891
CK_00053517,PF00028|PF00353|PF17803
CK_00053535,PF05154
CK_00053538,PF09827
CK_00053543,PF00657
CK_00053551,PF01124
CK_00053561,PF07683
CK_00053569,PF04305
CK_00053575,PF00082
CK_00053577,PF11302
CK_00053579,PF13416
CK_00053594,PF01648
CK_00053599,PF13148
CK_00053603,PF21716
CK_00053609,PF13586
CK_00053630,PF11139
CK_00053642,PF02331
CK_00053659,PF00535
CK_00053661,PF07963
CK_00053669,PF13455
CK_00053673,PF07045
CK_00053679,PF01061
CK_00053693,PF16363
CK_00053701,PF13844
CK_00053706,PF00685
CK_00053711,PF00149
CK_00053713,PF11189
CK_00053726,PF11913
CK_00053737,PF06414
CK_00053747,PF00884
CK_00053760,PF01565|PF04030
CK_00053763,PF05656
CK_00053773,PF07878
CK_00053782,PF02698
CK_00053792,PF01555|PF02195
CK_00053799,PF12849
CK_00053802,PF13649
CK_00053806,PF12698
CK_00053810,PF00696
CK_00053811,PF00534
CK_00053813,PF01156
CK_00053816,PF07386
CK_00053823,PF05168
CK_00053826,PF00702
CK_00053830,PF13533
CK_00053863,PF01618
CK_00053871,PF14390
CK_00053890,PF01925
CK_00053896,PF00732|PF05199
CK_00053935,PF01850
CK_00053963,PF00903
CK_00053974,PF02069
CK_00053981,PF13181|PF13414|PF13432
CK_00053999,PF03895|PF10106
CK_00054001,PF00042
CK_00054003,PF02661
CK_00054005,PF13560
CK_00054021,PF03974
CK_00054034,PF13692
CK_00054036,PF13651
CK_00054041,PF07963
CK_00054076,PF00583
CK_00054077,PF10458
CK_00054080,PF13469
CK_00054082,PF13469
CK_00054084,PF17784
CK_00054095,PF00535
CK_00054096,PF03479
CK_00054097,PF01966|PF13286
CK_00054099,PF01695
CK_00054114,PF05598
CK_00054116,PF04191
CK_00054138,PF03567
CK_00054142,PF03102|PF08666
CK_00054144,PF03328
CK_00054145,PF03023
CK_00054148,PF01636
CK_00054155,PF08818
CK_00054156,PF07927
CK_00054188,PF18480
CK_00054193,PF07045
CK_00054197,PF02384|PF12161
CK_00054198,PF11907
CK_00054219,PF07688
CK_00054223,PF01757
CK_00054225,PF01758
CK_00054226,PF13764
CK_00054229,PF10137
CK_00054230,PF11334
CK_00054236,PF10048
CK_00054240,PF07007
CK_00054252,PF09836
CK_00054256,PF00239
CK_00054258,PF04055|PF19288
CK_00054260,PF07110
CK_00054261,PF03235
CK_00054263,PF04015
CK_00054280,PF02604
CK_00054287,PF04306
CK_00054297,PF00353
CK_00054311,PF00903
CK_00054320,PF13181
CK_00054326,PF12680
CK_00054331,PF22494
CK_00054342,PF06779
CK_00054348,PF07864
CK_00054349,PF03781|PF13676|PF20703
CK_00054350,PF01757|PF19040
CK_00054353,PF00462|PF07291
CK_00054358,PF01850
CK_00054360,PF05050
CK_00054374,PF04474
CK_00054380,PF00535|PF21374|PF22772
CK_00054384,PF01121
CK_00054388,PF01650|PF17963
CK_00054394,PF07864
CK_00054396,PF01797
CK_00054400,PF00535
CK_00054405,PF13365
CK_00054416,PF17784
CK_00054420,PF01566
CK_00054422,PF06580
CK_00054429,PF20045
CK_00054431,PF04932
CK_00054509,PF00188
CK_00054542,PF02746|PF13378
CK_00054544,PF13847
CK_00054551,PF16363
CK_00054553,PF07043
CK_00054559,PF13421
CK_00054593,PF03102
CK_00054611,PF02384
CK_00054628,PF13437
CK_00054639,PF00350
CK_00054659,PF00395|PF04966
CK_00054661,PF12518
CK_00054664,PF18899
CK_00054667,PF02321
CK_00054700,PF02604
CK_00054734,PF01042
CK_00054754,PF20475
CK_00054771,PF01545
CK_00054772,PF00685
CK_00054774,PF00589
CK_00054800,PF07498
CK_00054803,PF11026
CK_00054820,PF13683
CK_00054843,PF11334
CK_00054846,PF01370
CK_00054851,PF05168
CK_00054852,PF10011
CK_00054857,PF01850
CK_00054862,PF07444
CK_00054871,PF01145
CK_00054873,PF06835
CK_00054895,PF07878
CK_00054919,PF13515
CK_00054926,PF00072
CK_00054928,PF05228
CK_00054972,PF13440
CK_00055005,PF00158|PF06490
CK_00055006,PF05400
CK_00055009,PF19742
CK_00055016,PF02561
CK_00055022,PF13483
CK_00055067,PF02574
CK_00055072,PF07963
CK_00055074,PF09851
CK_00055076,PF04313|PF18766|PF22679
CK_00055079,PF00563
CK_00055089,PF01850
CK_00055091,PF13683|PF13751
CK_00055092,PF01402
CK_00055104,PF04542
CK_00055105,PF01734
CK_00055107,PF01850
CK_00055109,PF13464
CK_00055112,PF00535
CK_00055113,PF05875
CK_00055116,PF14267
CK_00055117,PF07238
CK_00055130,PF01406|PF09190
CK_00055133,PF01841|PF08379
CK_00055144,PF00112
CK_00055147,PF00232
CK_00055155,PF00239|PF07508
CK_00055161,PF00270
CK_00055169,PF00534
CK_00055177,PF00504
CK_00055179,PF07007|PF09864
CK_00055196,PF12680
CK_00055197,PF00535
CK_00055202,PF00126|PF03466
CK_00055218,PF02535
CK_00055219,PF01042
CK_00055250,PF01797
CK_00055259,PF15919
CK_00055262,PF05099
CK_00055283,PF01555
CK_00055292,PF04014
CK_00055307,PF05721
CK_00055308,PF04143
CK_00055310,PF03865
CK_00055312,PF00353
CK_00055313,PF05050
CK_00055316,PF00563|PF00990
CK_00055319,PF04018
CK_00055374,PF05685
CK_00055375,PF14105
CK_00055377,PF07277
CK_00055413,PF11302
CK_00055458,PF07963
CK_00055459,PF01435
CK_00055471,PF01361
CK_00055472,PF00144
CK_00055474,PF00533
CK_00055477,PF13242|PF13344
CK_00055478,PF05433
CK_00055479,PF11731
CK_00055482,PF00550
CK_00055486,PF13193
CK_00055489,PF00106
CK_00055492,PF00462
CK_00055493,PF10544
CK_00055500,PF18735
CK_00055509,PF13588
CK_00055514,PF00107|PF08240
CK_00055521,PF14559
CK_00055524,PF18864
CK_00055529,PF07927
CK_00055544,PF00583
CK_00055547,PF02875|PF08245
CK_00055550,PF01740
CK_00055551,PF01963
CK_00055567,PF05154
CK_00055570,PF07864
CK_00055572,PF00676
CK_00055581,PF01965
CK_00055582,PF12518
CK_00055588,PF13302
CK_00055597,PF00117
CK_00055616,PF00689
CK_00055623,PF18765
CK_00055629,PF01934
CK_00055630,PF03683
CK_00055639,PF01850
CK_00055645,PF07885
CK_00055646,PF02594
CK_00055649,PF13787
CK_00055653,PF00892
CK_00055660,PF04250
CK_00055663,PF13560
CK_00055675,PF02545
CK_00055676,PF16743
CK_00055678,PF01594
CK_00055686,PF05977
CK_00055699,PF01548|PF02371
CK_00055700,PF01494
CK_00055711,PF00903
CK_00055712,PF01419
