SeqCluster,GO_result
CK_00044499,GO:0030288
CK_00044505,GO:0003677|GO:0003700|GO:0006352|GO:0006355|GO:0016987
CK_00044517,GO:0016020|GO:0022857|GO:0055085
CK_00044540,GO:0016757
CK_00044567,GO:0016020
CK_00044569,GO:0004222|GO:0005509|GO:0006508|GO:0008270|GO:0031012
CK_00044570,GO:0008270|GO:0016491
CK_00044582,GO:0005509
CK_00044583,GO:0005886|GO:0022857
CK_00044585,GO:0005886|GO:0022857
CK_00044664,GO:0005506|GO:0016491|GO:0046872
CK_00044665,GO:0005975|GO:0008107|GO:0016020
CK_00044675,GO:0006812|GO:0015297|GO:0016020|GO:0055085|GO:1902600
CK_00044700,GO:0005975|GO:0016832
CK_00044701,GO:0009058
CK_00044724,GO:0016757
CK_00044728,GO:0003677|GO:0003905|GO:0006284
CK_00044747,GO:0006355|GO:0043856
CK_00044761,GO:0016020
CK_00044762,GO:0015708
CK_00044774,GO:0005515
CK_00044790,GO:0000160|GO:0003677|GO:0006355
CK_00044797,GO:0035435|GO:0042301|GO:0043190
CK_00044805,GO:0004618|GO:0006096
CK_00044817,GO:0003676|GO:0003824|GO:0004519|GO:0008270
CK_00044818,GO:0071949
CK_00044841,GO:0005509
CK_00044853,GO:0016491
CK_00044854,GO:0016747
CK_00044860,GO:0003700|GO:0006355
CK_00044873,GO:0003700|GO:0006355|GO:0043565
CK_00044882,GO:0005515
CK_00044902,GO:0005509
CK_00044910,GO:0003677|GO:0004803|GO:0006313
CK_00044943,GO:0016020
CK_00044947,GO:0006508|GO:0008236
CK_00044949,GO:0003677|GO:0004803|GO:0006313
CK_00045023,GO:0005267|GO:0015252
CK_00045038,GO:0016747
CK_00045045,GO:0005509
CK_00045073,GO:0006812|GO:0008324|GO:0016020|GO:0055085
CK_00045076,GO:0003677|GO:0005524|GO:0016787
CK_00045087,GO:0016020
CK_00045117,GO:0000150|GO:0003677|GO:0006310
CK_00045118,GO:0016020|GO:0022857
CK_00045127,GO:0003677|GO:0004519|GO:0009307
CK_00045139,GO:0016020
CK_00045146,GO:0006355
CK_00045158,GO:0003677|GO:0004803|GO:0006313
CK_00045167,GO:0006355
CK_00045179,GO:0005283|GO:0006814|GO:0006865|GO:0016020
CK_00045185,GO:0016757
CK_00045189,GO:0016747
CK_00045194,GO:0003677|GO:0003887|GO:0006260
CK_00045215,GO:0003700|GO:0006355
CK_00045221,GO:0003676|GO:0004518
CK_00045244,GO:0008168|GO:0008610
CK_00045246,GO:0006629
CK_00045264,GO:0008757
CK_00045324,GO:0016817
CK_00045327,GO:0006629
CK_00045359,GO:0005524|GO:0006353|GO:0016301
CK_00045407,GO:0005524|GO:0016887
CK_00045441,GO:0005515
CK_00045443,GO:0006355
CK_00045501,GO:0003677|GO:0004803|GO:0006313
CK_00045512,GO:0003677
CK_00045523,GO:0005515
CK_00045527,GO:0005886|GO:0015221|GO:0015920
CK_00045564,GO:0030638
CK_00045566,GO:0009058
CK_00045567,GO:0005509|GO:0007156|GO:0016020
CK_00045597,GO:0003677|GO:0006310|GO:0015074
CK_00045603,GO:0005509
CK_00045607,GO:0005509
CK_00045611,GO:0008830
CK_00045613,GO:0005509
CK_00045614,GO:0005509|GO:0007156|GO:0016020
CK_00045626,GO:0006629
CK_00045641,GO:0019867
CK_00045692,GO:0003676|GO:0005524
CK_00045702,GO:0005515
CK_00045714,GO:0006812|GO:0008324|GO:0016020
CK_00045717,GO:0005509
CK_00045726,GO:0005975
CK_00045728,GO:0005975
CK_00045733,GO:0016491
CK_00045739,GO:0016787
CK_00045750,GO:0005509|GO:0007156|GO:0016020
CK_00045763,GO:0016757
CK_00045773,GO:0007154|GO:0016020
CK_00045788,GO:0008643|GO:0015288|GO:0016020
CK_00045796,GO:0000150|GO:0003677|GO:0006310
CK_00045797,GO:0005524|GO:0009029|GO:0009245
CK_00045805,GO:0003677|GO:0004803|GO:0006313
CK_00045823,GO:0005524|GO:0016020|GO:0017038
CK_00045869,GO:0003677
CK_00045881,GO:0005215|GO:0005524|GO:0016020|GO:0016887
CK_00045896,GO:0005509
CK_00045939,GO:0005515
CK_00045967,GO:0051920
CK_00045979,GO:0015969
CK_00045996,GO:0003677|GO:0006310|GO:0015074
CK_00046039,GO:0016020
CK_00046043,GO:0000166
CK_00046098,GO:0016624
CK_00046102,GO:0016757
CK_00046110,GO:0016491|GO:0051537
CK_00046122,GO:0003911|GO:0006260|GO:0006281
CK_00046138,GO:0005509
CK_00046146,GO:0008168
CK_00046157,GO:0005509
CK_00046209,GO:0005524|GO:0009058|GO:0016881
CK_00046215,GO:0016301
CK_00046263,GO:0003824|GO:0004386
CK_00046272,GO:0017009
CK_00046275,GO:0005524
CK_00046305,GO:0003700|GO:0006352|GO:0006355
CK_00046311,GO:0004540|GO:0110001
CK_00046318,GO:0006812|GO:0008324|GO:0016020|GO:0055085
CK_00046346,GO:0003677
CK_00046353,GO:0016757
CK_00046357,GO:0016757
CK_00046363,GO:0008146|GO:0016020
CK_00046368,GO:0003896|GO:0004386|GO:0008270
CK_00046379,GO:0006229|GO:0008829
CK_00046387,GO:0000150|GO:0003677|GO:0006310
CK_00046391,GO:0045226
CK_00046423,GO:0005509
CK_00046445,GO:0016747
CK_00046514,GO:0003677|GO:0004803|GO:0006313
CK_00046516,GO:0005515|GO:0009055|GO:0020037
CK_00046554,GO:0003677|GO:0004803|GO:0006313
CK_00046561,GO:0016757
CK_00046610,GO:0003677
CK_00046621,GO:0003884
CK_00046654,GO:0008757
CK_00046689,GO:0006808|GO:0030234
CK_00046691,GO:0016020|GO:0055085
CK_00046713,GO:0004792
CK_00046756,GO:0006488
CK_00046763,GO:0004519
CK_00046807,GO:0003677|GO:0003905|GO:0006284
CK_00046808,GO:0005509
CK_00046813,GO:0003824
CK_00046830,GO:0005509
CK_00046839,GO:0008745|GO:0009253
CK_00046912,GO:0006812|GO:0006813|GO:0008324|GO:0015297|GO:0016020|GO:0055085|GO:1902600
CK_00046914,GO:0006813|GO:0008324
CK_00046923,GO:0006812|GO:0008324|GO:0016020|GO:0055085
CK_00046926,GO:0008199
CK_00046938,GO:0003684|GO:0003906|GO:0006284|GO:0008270|GO:0016799|GO:0019104
CK_00046957,GO:0016491
CK_00047007,GO:0005515
CK_00047010,GO:0000150|GO:0003677|GO:0006310
CK_00047057,GO:0004222|GO:0016020|GO:0071586
CK_00047060,GO:0003677|GO:0009007|GO:0009307
CK_00047087,GO:0008690
CK_00047121,GO:0005515
CK_00047128,GO:0035438
CK_00047175,GO:0003677|GO:0006310|GO:0015074
CK_00047195,GO:0008661|GO:0016114
CK_00047214,GO:0005509
CK_00047220,GO:0008757
CK_00047230,GO:0008146|GO:0016020
CK_00047248,GO:0009058
CK_00047280,GO:0008757
CK_00047297,GO:0005509|GO:0007156|GO:0016020
CK_00047302,GO:0003824|GO:0009058
CK_00047318,GO:0003677
CK_00047320,GO:0047429
CK_00047333,GO:0003824
CK_00047336,GO:0030163
CK_00047349,GO:0004519|GO:0006401
CK_00047353,GO:0005524|GO:0046872
CK_00047365,GO:0016829
CK_00047374,GO:0005509
CK_00047387,GO:0008757
CK_00047401,GO:0006812|GO:0015297|GO:0016020|GO:0055085|GO:1902600
CK_00047429,GO:0005975|GO:0008107|GO:0016020
CK_00047434,GO:0005509
CK_00047482,GO:0016787
CK_00047510,GO:0016757
CK_00047574,GO:0003677|GO:0006310|GO:0015074
CK_00047599,GO:0003677|GO:0004803|GO:0006313
CK_00047622,GO:0005515
CK_00047638,GO:0003676|GO:0004518
CK_00047649,GO:0003677|GO:0005524|GO:0016787
CK_00047652,GO:0047429
CK_00047655,GO:0015074
CK_00047683,GO:0008757
CK_00047685,GO:0015031|GO:0016020
CK_00047743,GO:0003677|GO:0006355
CK_00047772,GO:0004455|GO:0009082
CK_00047802,GO:0016757
CK_00047814,GO:0003677|GO:0009036|GO:0009307
CK_00047824,GO:0016779
CK_00047827,GO:0003677|GO:0006310|GO:0015074
CK_00047842,GO:0006744
CK_00047859,GO:0016747
CK_00047861,GO:0006486|GO:0008417|GO:0016020
CK_00047869,GO:0003677|GO:0008170|GO:0009307|GO:0015667
CK_00047899,GO:0016020|GO:0022857|GO:0055085
CK_00047928,GO:0005509
CK_00047961,GO:0008757
CK_00047969,GO:0006744
CK_00047973,GO:0022857|GO:0055085
CK_00047975,GO:0005515|GO:0016274|GO:0018216
CK_00047981,GO:0016020
CK_00048091,GO:0003677|GO:0015074
CK_00048101,GO:0005515|GO:0008146|GO:0016020
CK_00048116,GO:0005886|GO:0015416|GO:0015716|GO:0016020|GO:0055085
CK_00048128,GO:0005509
CK_00048136,GO:0015562|GO:0055085
CK_00048145,GO:0016491
CK_00048149,GO:0016747
CK_00048151,GO:0006793|GO:0008976
CK_00048153,GO:0016020|GO:0022857|GO:0055085
CK_00048159,GO:0006355
CK_00048204,GO:0006744
CK_00048273,GO:0003729
CK_00048295,GO:0005509
CK_00048311,GO:0004455|GO:0009082
CK_00048344,GO:0003677|GO:0004519|GO:0009307
CK_00048364,GO:0016787
CK_00048368,GO:0004462|GO:0046872
CK_00048375,GO:0003677|GO:0004803|GO:0006313|GO:0015074
CK_00048376,GO:0008690
CK_00048381,GO:0009058
CK_00048391,GO:0003824|GO:0051536
CK_00048427,GO:0005507|GO:0005509|GO:0016491
CK_00048431,GO:0005509
CK_00048438,GO:0006812|GO:0015297|GO:0016020|GO:0055085|GO:1902600
CK_00048442,GO:0047429
CK_00048448,GO:0004655|GO:0033014|GO:0046872
CK_00048468,GO:0008757
CK_00048470,GO:0022857|GO:0055085
CK_00048476,GO:0003677|GO:0004519|GO:0005524|GO:0006304|GO:0009035|GO:0009307
CK_00048481,GO:0008757
CK_00048486,GO:0009058
CK_00048496,GO:0005509
CK_00048511,GO:0016787
CK_00048514,GO:0071771
CK_00048517,GO:0016787
CK_00048551,GO:0016787
CK_00048552,GO:0003824|GO:0031419|GO:0046872|GO:0051536
CK_00048563,GO:0016757
CK_00048566,GO:0003830|GO:0006487|GO:0016020
CK_00048588,GO:0016020|GO:0055085
CK_00048606,GO:0016624
CK_00048611,GO:0030638
CK_00048620,GO:0003824
CK_00048631,GO:0008168
CK_00048672,GO:0003677|GO:0004803|GO:0006313
CK_00048676,GO:0003678|GO:0005524|GO:0006260
CK_00048689,GO:0008168|GO:0032259
CK_00048707,GO:0003677|GO:0006310|GO:0015074
CK_00048735,GO:0005524|GO:0016747|GO:0043758|GO:0046872
CK_00048755,GO:0003677
CK_00048757,GO:0003824|GO:0051536
CK_00048782,GO:0016020
CK_00048796,GO:0015144|GO:0016020|GO:0034219
CK_00048800,GO:0006355
CK_00048813,GO:0005524|GO:0016887
CK_00048823,GO:0004497
CK_00048846,GO:0006355
CK_00048848,GO:0003677|GO:0004803|GO:0006313
CK_00048868,GO:0035438
CK_00048885,GO:0000160|GO:0006355
CK_00048888,GO:0006744
CK_00048918,GO:0009058
CK_00048925,GO:0015074
CK_00048945,GO:0000271|GO:0015774
CK_00048966,GO:0015074
CK_00049039,GO:0005509
CK_00049048,GO:0006812|GO:0015297|GO:0016020|GO:0055085|GO:1902600
CK_00049098,GO:0003906|GO:0006284|GO:0008270|GO:0019104
CK_00049104,GO:0000271|GO:0016020
CK_00049168,GO:0016020|GO:0017004
CK_00049205,GO:0006486|GO:0008417|GO:0016020
CK_00049230,GO:0016757
CK_00049233,GO:0016757
CK_00049251,GO:0003677|GO:0006310|GO:0015074
CK_00049271,GO:0003824|GO:0009058
CK_00049309,GO:0005509
CK_00049310,GO:0003677|GO:0006310|GO:0015074
CK_00049318,GO:0003677|GO:0005524|GO:0016787
CK_00049348,GO:0003677|GO:0008170
CK_00049357,GO:0016829
CK_00049386,GO:0016779
CK_00049411,GO:0003676|GO:0004518
CK_00049429,GO:0016491|GO:0046872
CK_00049432,GO:0003677|GO:0004803|GO:0006313
CK_00049445,GO:0003676|GO:0004519|GO:0008270
CK_00049459,GO:0005509|GO:0005615
CK_00049474,GO:0005524|GO:0016787
CK_00049499,GO:0003677|GO:0003700|GO:0006355|GO:0045893|GO:0046872
CK_00049528,GO:0005215|GO:0005524|GO:0015444|GO:0015693|GO:0016020|GO:0016887
CK_00049553,GO:0008168
CK_00049585,GO:0008757
CK_00049590,GO:0005247|GO:0006821|GO:0016020|GO:0055085
CK_00049598,GO:0016491
CK_00049600,GO:0016788
CK_00049602,GO:0016740
CK_00049636,GO:0004371|GO:0006071|GO:0016772
CK_00049653,GO:0009401|GO:0016020
CK_00049658,GO:0009401|GO:0016310|GO:0016772
CK_00049685,GO:0015562|GO:0055085
CK_00049690,GO:0005515
CK_00049705,GO:0016747
CK_00049716,GO:0005515|GO:0016757
CK_00049721,GO:0016020|GO:0022857|GO:0055085
CK_00049751,GO:0003677|GO:0006310|GO:0015074
CK_00049774,GO:0005737|GO:0009404|GO:0016746
CK_00049809,GO:0000160|GO:0003677
CK_00049821,GO:0004751|GO:0009052
CK_00049822,GO:0005506|GO:0008610|GO:0016491
CK_00049878,GO:0006470|GO:0016311
CK_00049893,GO:0005524|GO:0016887
CK_00049898,GO:0016747
CK_00049930,GO:0015562|GO:0055085
CK_00049937,GO:0046872
CK_00049952,GO:0008360|GO:0016020
CK_00049978,GO:0003677|GO:0006310|GO:0015074
CK_00049980,GO:0016491
CK_00049981,GO:0004140|GO:0005524|GO:0015937
CK_00049984,GO:0005509|GO:0005615
CK_00049985,GO:0008146|GO:0016020
CK_00049993,GO:0006355|GO:0048511
CK_00050010,GO:0000160|GO:0003677|GO:0006355
CK_00050011,GO:0042586
CK_00050022,GO:0003677
CK_00050063,GO:0005509
CK_00050081,GO:0016740
CK_00050087,GO:0005886|GO:0022857
CK_00050089,GO:0003824
CK_00050096,GO:0003676|GO:0004519|GO:0008270
CK_00050111,GO:0005524|GO:0016020|GO:0055085|GO:0140359
CK_00050125,GO:0016491
CK_00050131,GO:0005215|GO:0005524|GO:0016020|GO:0016887
CK_00050140,GO:0005515
CK_00050160,GO:0008146|GO:0016020
CK_00050170,GO:0051119
CK_00050213,GO:0016757
CK_00050218,GO:0005515
CK_00050241,GO:0005509|GO:0007156|GO:0016020
CK_00050243,GO:0003910|GO:0005524|GO:0006281|GO:0006310
CK_00050281,GO:0016757
CK_00050313,GO:0005515
CK_00050319,GO:0016614|GO:0050660
CK_00050346,GO:0003677
CK_00050348,GO:0005509
CK_00050358,GO:0016491
CK_00050363,GO:0009190|GO:0035556
CK_00050366,GO:0009190|GO:0016849|GO:0035556
CK_00050381,GO:0016310|GO:0016772
CK_00050399,GO:0008690
CK_00050403,GO:0016020|GO:0022857|GO:0055085
CK_00050412,GO:0000150|GO:0003677|GO:0006310
CK_00050423,GO:0044238
CK_00050467,GO:0016747
CK_00050481,GO:0009522|GO:0015979
CK_00050492,GO:0004683|GO:0005516|GO:0006468
CK_00050531,GO:0030001|GO:0046872
CK_00050540,GO:0004066|GO:0006529
CK_00050563,GO:0016614|GO:0050660
CK_00050639,GO:0005509
CK_00050658,GO:0008270|GO:0046294|GO:0051903
CK_00050660,GO:0016757
CK_00050696,GO:0005515
CK_00050707,GO:0042742
CK_00050708,GO:0000150|GO:0003677
CK_00050723,GO:0005509
CK_00050739,GO:0003677|GO:0006355
CK_00050744,GO:0016020|GO:0030001|GO:0046873|GO:0055085
CK_00050756,GO:0006744
CK_00050776,GO:0008146|GO:0016020
CK_00050779,GO:0016747
CK_00050793,GO:0005975|GO:0008107|GO:0016020
CK_00050808,GO:0003824|GO:0009058|GO:0030170
CK_00050815,GO:0005509
CK_00050819,GO:0008654|GO:0008715|GO:0016020
CK_00050830,GO:0016020|GO:0055085
CK_00050888,GO:0016757
CK_00050904,GO:0003676
CK_00050907,GO:0007165
CK_00050924,GO:0016747
CK_00050947,GO:0010181
CK_00051004,GO:0005856
CK_00051023,GO:0005515
CK_00051031,GO:0007165
CK_00051035,GO:0003796|GO:0009253|GO:0016998
CK_00051125,GO:0035438
CK_00051157,GO:0005524
CK_00051171,GO:0000160
CK_00051233,GO:0016757
CK_00051245,GO:0016491
CK_00051262,GO:0004618|GO:0006096
CK_00051279,GO:0008643|GO:0015288|GO:0016020
CK_00051284,GO:0005515
CK_00051286,GO:0005507
CK_00051353,GO:0000287|GO:0008897
CK_00051362,GO:0016051
CK_00051364,GO:0005524|GO:0006457|GO:0042026|GO:0140662
CK_00051367,GO:0004553|GO:0005975|GO:0030246
CK_00051379,GO:0004659|GO:0008299
CK_00051394,GO:0003677
CK_00051397,GO:0016740
CK_00051405,GO:0003677|GO:0006310|GO:0015074
CK_00051415,GO:0005509
CK_00051418,GO:0005216|GO:0006811|GO:0016020|GO:0055085
CK_00051473,GO:0016747
CK_00051504,GO:0005886|GO:0022857|GO:0055085
CK_00051518,GO:0016020
CK_00051519,GO:0008643|GO:0015288|GO:0016020
CK_00051521,GO:0003677|GO:0006310|GO:0015074
CK_00051525,GO:0003677|GO:0004803|GO:0006313
CK_00051533,GO:0003700|GO:0006355|GO:0043565
CK_00051551,GO:0004190|GO:0006508
CK_00051556,GO:0015031
CK_00051592,GO:0004519
CK_00051602,GO:0008146
CK_00051603,GO:0005975|GO:0008107|GO:0016020
CK_00051606,GO:0000030|GO:0006493|GO:0016020
CK_00051610,GO:0055085
CK_00051620,GO:0005507|GO:0009055
CK_00051627,GO:0008146|GO:0016020
CK_00051638,GO:0016747
CK_00051688,GO:0004222
CK_00051694,GO:0004371|GO:0006071
CK_00051726,GO:0008146
CK_00051728,GO:0006486|GO:0016020|GO:0016758
CK_00051747,GO:0003676|GO:0003677|GO:0008168|GO:0008170|GO:0032259
CK_00051777,GO:0005509|GO:0005615|GO:0007156|GO:0016020
CK_00051788,GO:0005886
CK_00051789,GO:0015074
CK_00051790,GO:0035438
CK_00051811,GO:0050660|GO:0071949
CK_00051816,GO:0008757
CK_00051819,GO:0003677|GO:0003905|GO:0006284
CK_00051843,GO:0003824
CK_00051852,GO:0005509
CK_00051859,GO:0003677|GO:0006310|GO:0015074
CK_00051870,GO:0016747
CK_00051888,GO:0016757
CK_00051894,GO:0016020|GO:0030001|GO:0046873|GO:0055085
CK_00051899,GO:0004066|GO:0006529
CK_00051930,GO:0016787
CK_00051940,GO:0003911
CK_00051963,GO:0016020|GO:0055085
CK_00051983,GO:0008146|GO:0016020
CK_00051987,GO:0008909|GO:0009058
CK_00052094,GO:0000150|GO:0003677|GO:0006310
CK_00052168,GO:0003677|GO:0004803|GO:0006313
CK_00052181,GO:0006508|GO:0008236
CK_00052246,GO:0005515
CK_00052264,GO:0005509
CK_00052309,GO:0005509
CK_00052343,GO:0006808|GO:0030234
CK_00052344,GO:0004459|GO:0005737|GO:0016491|GO:0016616
CK_00052345,GO:0004089|GO:0008270
CK_00052351,GO:0016051
CK_00052366,GO:0004792
CK_00052370,GO:0009058|GO:0016747
CK_00052384,GO:0000271|GO:0015774
CK_00052397,GO:0003824|GO:0051536
CK_00052409,GO:0008757|GO:0009312
CK_00052411,GO:0016757
CK_00052413,GO:0016757
CK_00052426,GO:0016757
CK_00052432,GO:0003677|GO:0003905|GO:0006284
CK_00052440,GO:0003824|GO:0009058|GO:0016787
CK_00052445,GO:0016757
CK_00052490,GO:0016787
CK_00052500,GO:0005509|GO:0009166|GO:0016787
CK_00052546,GO:0006355
CK_00052552,GO:0016020
CK_00052555,GO:0022857|GO:0055085
CK_00052564,GO:0015562|GO:0055085
CK_00052573,GO:0006812|GO:0015297|GO:0016020|GO:0055085|GO:1902600
CK_00052576,GO:0009058
CK_00052579,GO:0005975|GO:0016810|GO:0043708
CK_00052589,GO:0003824
CK_00052591,GO:0003677|GO:0003896|GO:0006260|GO:0008270
CK_00052593,GO:0005509
CK_00052600,GO:0016020|GO:0055085
CK_00052616,GO:0005515
CK_00052618,GO:0016747
CK_00052648,GO:0005886|GO:0015221|GO:0015920
CK_00052680,GO:0016020|GO:0055085
CK_00052711,GO:0000160
CK_00052730,GO:0008757
CK_00052734,GO:0005515
CK_00052736,GO:0008146
CK_00052754,GO:0008146
CK_00052811,GO:0016757
CK_00052849,GO:0005509
CK_00052868,GO:0016757
CK_00053069,GO:0005509
CK_00053083,GO:0005524|GO:0006508|GO:0008233|GO:0016020
CK_00053103,GO:0004072|GO:0008652
CK_00053112,GO:0005975|GO:0008107|GO:0016020
CK_00053197,GO:0008168
CK_00053203,GO:0000160|GO:0003677|GO:0006355
CK_00053230,GO:0000166
CK_00053318,GO:0016491
CK_00053333,GO:0003824|GO:0051536
CK_00053354,GO:0008239|GO:0016787
CK_00053364,GO:0016779
CK_00053387,GO:0005524
CK_00053391,GO:0005524|GO:0016887
CK_00053397,GO:0005507|GO:0016491
CK_00053414,GO:0016020
CK_00053415,GO:0016747
CK_00053416,GO:0015074
CK_00053431,GO:0003676|GO:0004519|GO:0008270
CK_00053466,GO:0006629
CK_00053482,GO:0003677|GO:0004519|GO:0005524|GO:0006304|GO:0009035|GO:0009307
CK_00053483,GO:0003677|GO:0008170
CK_00053501,GO:0006824|GO:0009236|GO:0015087|GO:0016020
CK_00053507,GO:0005886|GO:0006824|GO:0043190
CK_00053510,GO:0000041|GO:0006824|GO:0009236|GO:0016020|GO:0043190
CK_00053517,GO:0005509|GO:0007156|GO:0016020
CK_00053543,GO:0016788
CK_00053551,GO:0016020
CK_00053575,GO:0006508|GO:0008236
CK_00053594,GO:0000287|GO:0006633|GO:0008897
CK_00053614,GO:0005515
CK_00053642,GO:0043027|GO:0043066
CK_00053661,GO:0015627|GO:0015628
CK_00053679,GO:0016020|GO:0140359
CK_00053706,GO:0008146
CK_00053711,GO:0016787
CK_00053725,GO:0016755|GO:0044038
CK_00053737,GO:0005524|GO:0016301
CK_00053760,GO:0003885|GO:0016020|GO:0050660|GO:0071949
CK_00053763,GO:0016020
CK_00053792,GO:0003676|GO:0008168|GO:0032259
CK_00053799,GO:0035435|GO:0042301|GO:0043190
CK_00053806,GO:0016020|GO:0140359
CK_00053811,GO:0016757
CK_00053813,GO:0016799
CK_00053890,GO:0016020
CK_00053896,GO:0016614|GO:0050660
CK_00053935,GO:0016788
CK_00053945,GO:0003677|GO:0006310|GO:0015074
CK_00053974,GO:0046872
CK_00053981,GO:0005515
CK_00054001,GO:0020037
CK_00054021,GO:0004867
CK_00054036,GO:0003676|GO:0008168|GO:0032259
CK_00054076,GO:0016747
CK_00054077,GO:0000166|GO:0004832|GO:0005524|GO:0005737|GO:0006438
CK_00054097,GO:0016793
CK_00054099,GO:0005524
CK_00054138,GO:0008146|GO:0016020
CK_00054142,GO:0016051
CK_00054144,GO:0003824
CK_00054156,GO:0003729
CK_00054197,GO:0003677|GO:0008170
CK_00054219,GO:0006468|GO:0007623
CK_00054223,GO:0016747
CK_00054225,GO:0016020
CK_00054229,GO:0050135
CK_00054256,GO:0000150|GO:0003677|GO:0006310
CK_00054258,GO:0003824|GO:0016765|GO:0051536
CK_00054260,GO:0016491
CK_00054297,GO:0005509
CK_00054320,GO:0005515
CK_00054342,GO:0022857
CK_00054349,GO:0007165
CK_00054350,GO:0016747
CK_00054353,GO:0016020|GO:0030416
CK_00054380,GO:0030247
CK_00054384,GO:0004140|GO:0005524|GO:0015937
CK_00054388,GO:0006508|GO:0008233
CK_00054396,GO:0003677|GO:0004803|GO:0006313
CK_00054420,GO:0016020|GO:0030001|GO:0046873
CK_00054422,GO:0000155|GO:0000160|GO:0016020
CK_00054542,GO:0009063
CK_00054553,GO:0005886
CK_00054593,GO:0016051
CK_00054611,GO:0003676|GO:0003677|GO:0008168|GO:0008170|GO:0032259
CK_00054659,GO:0008643|GO:0015288|GO:0016020
CK_00054667,GO:0015562|GO:0055085
CK_00054771,GO:0006812|GO:0008324|GO:0016020|GO:0055085
CK_00054772,GO:0008146
CK_00054774,GO:0003677|GO:0006310|GO:0015074
CK_00054800,GO:0006353
CK_00054820,GO:0015074
CK_00054873,GO:0005886|GO:0015221|GO:0015920
CK_00054926,GO:0000160
CK_00055005,GO:0000160|GO:0005524|GO:0006355|GO:0008134
CK_00055016,GO:0044780
CK_00055076,GO:0003677|GO:0004519|GO:0006304
CK_00055091,GO:0015074
CK_00055092,GO:0006355
CK_00055104,GO:0003700|GO:0006352|GO:0006355
CK_00055105,GO:0006629
CK_00055113,GO:0006672|GO:0016020|GO:0016811
CK_00055117,GO:0035438
CK_00055130,GO:0000166|GO:0004817|GO:0005524|GO:0005737|GO:0006423
CK_00055144,GO:0006508|GO:0008234
CK_00055147,GO:0004553|GO:0005975
CK_00055155,GO:0000150|GO:0003677|GO:0006310
CK_00055161,GO:0003676|GO:0005524
CK_00055169,GO:0016757
CK_00055202,GO:0003700|GO:0006355
CK_00055218,GO:0016020|GO:0030001|GO:0046873|GO:0055085
CK_00055250,GO:0003677|GO:0004803|GO:0006313
CK_00055262,GO:0005515
CK_00055283,GO:0003676|GO:0003677|GO:0008168|GO:0008170|GO:0032259
CK_00055292,GO:0003677
CK_00055312,GO:0005509
CK_00055459,GO:0004222|GO:0006508
CK_00055468,GO:0004252|GO:0006508
CK_00055471,GO:0016853
CK_00055477,GO:0016311|GO:0016791
CK_00055478,GO:0019867
CK_00055509,GO:0003677|GO:0004519|GO:0006304
CK_00055514,GO:0008270|GO:0016491
CK_00055529,GO:0003729
CK_00055544,GO:0016747
CK_00055547,GO:0005524|GO:0009058|GO:0016881
CK_00055550,GO:0006355|GO:0043856
CK_00055572,GO:0016624
CK_00055588,GO:0016747
CK_00055594,GO:0005515
CK_00055629,GO:0004540|GO:0110001
CK_00055653,GO:0016020
CK_00055675,GO:0047429
CK_00055686,GO:0022857
CK_00055699,GO:0003677|GO:0004803|GO:0006313
CK_00055700,GO:0071949
CK_00055727,GO:0004133|GO:0004553|GO:0005975|GO:0005980
CK_00055736,GO:0004222
CK_00055740,GO:0005524|GO:0046872
CK_00055743,GO:0003700|GO:0006352|GO:0006355
CK_00055748,GO:0016788
CK_00055779,GO:0016829|GO:0017009
CK_00055780,GO:0000271|GO:0016020
CK_00055785,GO:0016020
CK_00055786,GO:0006629
CK_00055787,GO:0006813|GO:0008556
CK_00055790,GO:0003824|GO:0006281
CK_00055793,GO:0000155|GO:0000160|GO:0004673|GO:0016020
CK_00055794,GO:0006813|GO:0008556|GO:0016020
CK_00055795,GO:0005886|GO:0008556|GO:0043462
CK_00055816,GO:0004659|GO:0008299
CK_00055818,GO:0016491
CK_00055822,GO:0016747
CK_00055824,GO:0006629|GO:0020037
CK_00055826,GO:0035438
CK_00055830,GO:0004553|GO:0005975
CK_00055866,GO:0003700|GO:0006355
CK_00055868,GO:0016747
CK_00055872,GO:0022857|GO:0055085
CK_00055875,GO:0005515
CK_00055879,GO:0015969
CK_00055891,GO:0003755|GO:0006457|GO:0015031
CK_00055898,GO:0005975|GO:0016810
CK_00055911,GO:0005509
CK_00055912,GO:0005515
CK_00055913,GO:0005515
CK_00055929,GO:0097367|GO:1901135
CK_00055936,GO:0004540|GO:0110001
CK_00055944,GO:0016757
CK_00055946,GO:0000160
CK_00055956,GO:0005509
CK_00055987,GO:0003676|GO:0004518
CK_00056006,GO:0016757
CK_00056012,GO:0005515
CK_00056041,GO:0003729
CK_00056053,GO:0003677|GO:0006310|GO:0015074
CK_00056082,GO:0016757
CK_00056100,GO:0008168|GO:0008610
CK_00056103,GO:0000160|GO:0005515
CK_00056119,GO:0006629
CK_00056131,GO:0005215|GO:0005524|GO:0016020|GO:0016887
CK_00056146,GO:0005186
CK_00056157,GO:0016747
CK_00056159,GO:0005524|GO:0016020|GO:0055085|GO:0140359
CK_00056165,GO:0006813|GO:0008324
CK_00056169,GO:0004792
CK_00056172,GO:0016020|GO:0016780
CK_00056187,GO:0016020|GO:0022857|GO:0055085
CK_00056202,GO:0008745|GO:0009253
CK_00056203,GO:0005524|GO:0016887
CK_00056207,GO:0008198|GO:0016491
